Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2CI	KO06TR	2047	SK0CT	56	55	JO99BM		50	373	373		ScoredNoLog	
YL2CI	KO06TR	2048	SM6BFE	52	53	JO68DQ		50	596	596	JO68	ScoredNoLog	
YL2CI	KO06TR	2050	SM4HCM	55	53	JP70RL		50	549	549		ScoredNoLog	
YL2GD	KO37ML	1731	OG3B	59A	59A	KP10AQ	CW	50	457	457	KP10	ScoredNoLog	
YL2GD	KO37ML	1733	OH6DX	59A	57A	KP32EQ	CW	50	581	581	KP32	ScoredNoLog	
YL2GD	KO37ML	1735	OH6P	59A	59A	KP22AN	CW	50	590	590	KP22	ScoredNoLog	
YL2GD	KO37ML	1738	YL2SM	599	59A	KO37LK	CW	50	7	7	KO37		
YL2GD	KO37ML	1739	OH4LA	59A	59A	KP20LG	CW	50	333	333	KP20	ScoredNoLog	
YL2GD	KO37ML	1740	SM5CUI	59A	57A	JO89WW	CW	50	596	596	JO89	ScoredNoLog	
YL2GD	KO37ML	1741	SM4HFI	59A	55A	JP70TO	CW	50	739	739	JP70	ScoredNoLog	
YL2GD	KO37ML	1743	OH3XA	59A	59A	KP21GA	CW	50	419	419	KP21	ScoredNoLog	
YL2GD	KO37ML	1744	SM4AXY	57A	57A	JO79LG	CW	50	732	732	JO79	ScoredNoLog	
YL2GD	KO37ML	1745	ES2MA	59A	55A	KO29GH	CW	50	251	251	KO29	ScoredNoLog	
YL2GD	KO37ML	1745	YL2KO	599	599	KO37RI	CW	432	29	29	KO37		
YL2GD	KO37ML	1747	LA2D	57A	55A	JO59BR	CW	50	1009	1009	JO59	ScoredNoLog	
YL2GD	KO37ML	1748	SM4HCM	59A	59A	JP70RL	CW	50	742	742		ScoredNoLog	
YL2GD	KO37ML	1749	YL3EK	57	53	KO27FF	RTTY	432	158	158	KO27		
YL2GD	KO37ML	1749	OH8MGK	59A	59A	KP23PQ	CW	50	697	697	KP23	ScoredNoLog	
YL2GD	KO37ML	1750	YL3ES	58	58	KO27FF	RTTY	432	158	158			
YL2GD	KO37ML	1752	OH6UW	54	54	KP32AC	RTTY	432	518	518	KP32	ScoredNoLog	
YL2GD	KO37ML	1753	OH6VV	59A	59A	KP22WG	CW	50	537	537		ScoredNoLog	
YL2GD	KO37ML	1755	OH4MVH	54	53	KP32PG	RTTY	432	534	534		ScoredNoLog	
YL2GD	KO37ML	1757	OH7RJ	53	55	KP32UV	RTTY	432	604	604		ScoredNoLog	
YL2GD	KO37ML	1759	ES5GI	57	56	KO38GQ	RTTY	432	138	138	KO38	ScoredNoLog	
YL2GD	KO37ML	1803	SM1FMT	56	54	JO96BW	RTTY	144	540	540	JO96	ScoredNoLog	
YL2GD	KO37ML	1804	YL3ND	53	55	KO17JM	RTTY	144	254	254	KO17		
YL2GD	KO37ML	1805	OH4LA	54	54	KP20LG	RTTY	432	333	333	KP20	ScoredNoLog	
YL2GD	KO37ML	1807	YL3ANT	54	55	KO36PM	RTTY	432	108	108	KO36		
YL2GD	KO37ML	1809	ES8PW	53	55	KO18VM	RTTY	144	224	224	KO18	ScoredNoLog	
YL2GD	KO37ML	1809	ES8PW	56	55	KO18VM	RTTY	432	224	224	KO18	ScoredNoLog	
YL2GD	KO37ML	1809	OH6UW	59A	59A	KP22WI	CW	50	546	546		ScoredNoLog	
YL2GD	KO37ML	1810	YL2AO	57A	57A	KO16DK	CW	50	311	311	KO16		
YL2GD	KO37ML	1810	YL2KO	599	599	KO37RI	CW	144	29	29	KO37		
YL2GD	KO37ML	1812	YL3ANT	55	54	KO36PM	RTTY	144	108	108	KO36		
YL2GD	KO37ML	1812	OH6ZZ	57A	55A	KP03SF	CW	50	707	707	KP03	ScoredNoLog	
YL2GD	KO37ML	1815	OH1F	57	56	KP01TK	RTTY	144	536	536	KP01	ScoredNoLog	
YL2GD	KO37ML	1817	YL3EK	53	55	KO27FF	RTTY	144	158	158	KO27		
YL2GD	KO37ML	1818	ES7RU	599	599	KO28SI	CW	144	132	132	KO28	ScoredNoLog	
YL2GD	KO37ML	1818	YL2QV	59A	59A	KO26WM	CW	50	128	128	KO26		
YL2GD	KO37ML	1818	OH3TR	599	599	KP11VK	CW	432	477	477	KP11	ScoredNoLog	
YL2GD	KO37ML	1819	ES1OX	55A	559	KO29HI	CW	50	252	252		ScoredNoLog	
YL2GD	KO37ML	1821	YL3GEA	59	59	KO37QM	SSB	144	21	21			
YL2GD	KO37ML	1822	SK0CT	559	559	JO99BM	CW	432	566	566	JO99	ScoredNoLog	
YL2GD	KO37ML	1824	ES2PRM	59	59	KO29GG	SSB	144	247	247	KO29	ScoredNoLog	
YL2GD	KO37ML	1825	ES2MC	599	599	KO29GG	CW	432	247	247	KO29	ScoredNoLog	
YL2GD	KO37ML	1826	LA8AV	59A	55A	JO49RT	CW	50	1047	1047	JO49	ScoredNoLog	
YL2GD	KO37ML	1827	ES1OX/2	599	599	KO29AI	CW	432	272	272		ScoredNoLog	
YL2GD	KO37ML	1828	ES2DF	599	599	KO29GG	CW	432	247	247		ScoredNoLog	
YL2GD	KO37ML	1829	YL2AJ	599	599	KO16OX	CW	432	238	238	KO16		
YL2GD	KO37ML	1830	ES2MC	59A	59A	KO29GG	CW	50	247	247		ScoredNoLog	
YL2GD	KO37ML	1832	ES2JL	59A	59A	KO29LL	CW	50	254	254		ScoredNoLog	
YL2GD	KO37ML	1835	LY2BDA	559	559	KO24MQ	CW	432	335	335	KO24	ScoredNoLog	
YL2GD	KO37ML	1835	LY3JE	55	55	KO26TC	SSB	144	0	0		ErrTime 9 min.	
YL2GD	KO37ML	1836	SM6TOL	55A	55A	JO78BL	CW	50	769	769	JO78	ScoredNoLog	
YL2GD	KO37ML	1841	YL3ES	52	53	KO27FF	RTTY	144	158	158			
YL2GD	KO37ML	1841	YL3OI	57	55	KO26MO	RTTY	50	156	156			
YL2GD	KO37ML	1845	YL2QG	53	56	KO06QR	RTTY	50	353	353	KO06		
YL2GD	KO37ML	1846	ES1OX	57	57	KO29HI	SSB	144	252	252		ScoredNoLog	
YL2GD	KO37ML	1847	ES0Z	54	55	KO18KT	RTTY	50	286	286	KO18	ScoredNoLog	
YL2GD	KO37ML	1847	ES1ATE	59	59	KO29JK	SSB	144	255	255		ScoredNoLog	
YL2GD	KO37ML	1848	ES2MC	599	599	KO29GG	CW	144	247	247		ScoredNoLog	
YL2GD	KO37ML	1848	OH1LEG	58	59	KP10FC	RTTY	50	394	394		ScoredNoLog	
YL2GD	KO37ML	1849	SK1BL	599	579	JO97HK	CW	432	504	504	JO97	ScoredNoLog	
YL2GD	KO37ML	1849	SM5CUI	54	53	JO89WW	RTTY	50	0	0		Dupe 17:40	
YL2GD	KO37ML	1850	SM0KAK	53	53	JO89XK	RTTY	50	571	571		ScoredNoLog	
YL2GD	KO37ML	1851	SK0CT	55	55	JO99BM	RTTY	50	566	566	JO99	ScoredNoLog	
YL2GD	KO37ML	1852	ES5GI	55	53	KO38GQ	RTTY	144	138	138	KO38	ScoredNoLog	
YL2GD	KO37ML	1852	OH2MDN	55	56	KO19LT	RTTY	50	351	351	KO19	ScoredNoLog	
YL2GD	KO37ML	1853	LY2VO	599	599	KO15PX	CW	432	284	284	KO15		
YL2GD	KO37ML	1856	YL3ND	54	52	KO17JM	RTTY	50	254	254	KO17		
YL2GD	KO37ML	1856	OH2FQV	57	57	KP20MF	SSB	432	327	327		ScoredNoLog	
YL2GD	KO37ML	1900	YL2CI	55	599	KO06TR	RTTY	50	338	338			
YL2GD	KO37ML	1908	YL2AJ	57	55	KO16OX	RTTY	144	238	238	KO16		
YL2GD	KO37ML	1908	OH3NE	54	56	KP11UL	RTTY	432	483	483		ScoredNoLog	
YL2GD	KO37ML	1910	SK0QO	54	56	JO99CC	RTTY	144	547	547	JO99	ScoredNoLog	
YL2GD	KO37ML	1911	OH6PA	57A	57A	KP02PL	CW	50	641	641	KP02	ScoredNoLog	
YL2GD	KO37ML	1912	OH0AZX	56	54	KP00IF	RTTY	432	476	476	KP00	ScoredNoLog	
YL2GD	KO37ML	1913	ES2IPA	54	53	KO29JM	RTTY	144	262	262		ScoredNoLog	
YL2GD	KO37ML	1914	YL2QV	53	53	KO26WM	RTTY	144	128	128	KO26		
YL2GD	KO37ML	1914	OH3DP	58	55	KP10TT	RTTY	432	419	419	KP10	ScoredNoLog	
YL2GD	KO37ML	1916	SM4ONW	54	54	JP70QN	RTTY	144	750	750	JP70	ScoredNoLog	
YL2GD	KO37ML	1918	OH0AZX	57	58	KP00IF	RTTY	144	476	476	KP00	ScoredNoLog	
YL2GD	KO37ML	1918	OH7KIM	54	53	KP43OM	RTTY	50	683	683	KP43	ScoredNoLog	
YL2GD	KO37ML	1919	OH5ELO	56	55	KP41AB	RTTY	50	403	403	KP41	ScoredNoLog	
YL2GD	KO37ML	1920	YL2AJ	53	54	KO16OX	RTTY	50	238	238			
YL2GD	KO37ML	1923	DL4WK	54	54	JO63SQ	RTTY	50	946	946	JO63	ScoredNoLog	
YL2GD	KO37ML	1927	OH0AZX	56	57	KP00IF	RTTY	50	476	476	KP00	ScoredNoLog	
YL2GD	KO37ML	1931	ES3MAR	53	56	KO28KX	RTTY	50	210	210	KO28	ScoredNoLog	
YL2GD	KO37ML	1933	SM4UEF	54	54	JP70JX	RTTY	50	797	797		ScoredNoLog	
YL2GD	KO37ML	1938	OH4GGW	52	55	KP31MO	RTTY	50	459	459	KP31	ScoredNoLog	
YL2GD	KO37ML	1944	OH1MP	54	54	KP01VM	RTTY	50	538	538	KP01	ScoredNoLog	
YL2GD	KO37ML	1945	OH7DIV	53	56	KP20XW	RTTY	50	390	390		ScoredNoLog	
YL2GD	KO37ML	1948	OH3HPV	54	56	KP21IR	RTTY	50	491	491		ScoredNoLog	
YL2GD	KO37ML	1954	OH7RJ	55A	55A	KP33QK	CW	50	663	663	KP33	ScoredNoLog	
YL2GD	KO37ML	1956	SM4HFI	55A	55A	JP70TO	CW	50	0	0		Dupe 17:41	
YL2IV	KO06LM	1720	YL2QG	55	56	KO06QR		50	35	35	KO06		
YL2IV	KO06LM	1737	YL2CI	53	52	KO06TR		50	47	47			
YL2IV	KO06LM	1740	YL2AO	56	56	KO16DK		50	83	83	KO16		
YL2IV	KO06LM	1807	YL2AO	54	52	KO16DK		432	83	83	KO16		
YL2IV	KO06LM	1820	SK1BL	54	53	JO97HK		144	175	175	JO97	ScoredNoLog	
YL2IV	KO06LM	1823	LY2LE	55	53	KO06NA		144	57	57	KO06	ScoredNoLog	
YL2IV	KO06LM	1826	SM1FMT	55	55	JO96BW		144	179	179	JO96	ScoredNoLog	
YL2IV	KO06LM	1833	SK6EI	53	53	JO68VK		144	479	479	JO68	ScoredNoLog	
YL2IV	KO06LM	1848	YL2QG	55	55	KO06QR		144	35	35			
YL2IV	KO06LM	1852	YL2AJ	53	53	KO16OX		144	147	147	KO16		
YL2IV	KO06LM	1929	YL2AO	57	58	KO16DK		144	83	83			
YL2IV	KO06LM	2010	SM7FJE	55	54	JO65VU		50	450	450	JO65	ScoredNoLog	
YL2IV	KO06LM	2016	SA5ACR	54	53	JO88FR		50	364	364	JO88	ScoredNoLog	
YL2KO	KO37RI	1744	YL2GD	599	599	KO37ML	CW	432	29	29	KO37		
YL2KO	KO37RI	1809	YL3GEA	59	59	KO37QM	SSB	144	20	20	KO37		
YL2KO	KO37RI	1810	YL2GD	599	599	KO37ML	CW	144	29	29			
YL2QG	KO06QR	1703	YL3ND	54	52	KO17JM		50	123	123	KO17		
YL2QG	KO06QR	1704	YL2QV	55	54	KO26WM		144	277	277	KO26		
YL2QG	KO06QR	1705	YL2AO	58	57	KO16DK		50	65	65	KO16		
YL2QG	KO06QR	1705	OH2LIY	55	53	KP20MG		144	448	448	KP20	ScoredNoLog	
YL2QG	KO06QR	1707	YL3EK	54	54	KO27FF		144	195	195	KO27		
YL2QG	KO06QR	1708	YL2AJ	55	53	KO16OX		50	115	115			
YL2QG	KO06QR	1708	YL3ES	56	55	KO27FF		144	195	195			
YL2QG	KO06QR	1710	YL2QV	54	52	KO26WM		50	277	277	KO26		
YL2QG	KO06QR	1711	SM1FMT	58	57	JO96BW		144	200	200	JO96	ScoredNoLog	
YL2QG	KO06QR	1713	ES8PW	55	57	KO18VM		144	246	246	KO18	ScoredNoLog	
YL2QG	KO06QR	1716	YL2AO	57	55	KO16DK		432	65	65	KO16		
YL2QG	KO06QR	1716	LY1CR	55	53	KO15CL		144	149	149	KO15	ScoredNoLog	
YL2QG	KO06QR	1719	YL2AO	55	58	KO16DK		144	65	65	KO16		
YL2QG	KO06QR	1720	YL2IV	56	55	KO06LM		50	35	35	KO06		
YL2QG	KO06QR	1731	YL2CI	59	58	KO06TR		50	16	16			
YL2QG	KO06QR	1735	SM0WW	56	53	JO99KO		144	352	352	JO99	ScoredNoLog	
YL2QG	KO06QR	1736	ES0Z	54	53	KO18KT		50	249	249	KO18	ScoredNoLog	
YL2QG	KO06QR	1742	SM4OXX	53	54	JO79SH		144	448	448	JO79	ScoredNoLog	
YL2QG	KO06QR	1800	YL2AJ	55	54	KO16OX		432	115	115			
YL2QG	KO06QR	1804	YL3OI	55	53	KO26MO		50	225	225			
YL2QG	KO06QR	1808	SK1BL	56	54	JO97HK		144	184	184	JO97	ScoredNoLog	
YL2QG	KO06QR	1845	YL2GD	56	53	KO37ML		50	353	353	KO37		
YL2QG	KO06QR	1848	YL2IV	55	55	KO06LM		144	35	35	KO06		
YL2QG	KO06QR	1850	YL2AJ	56	53	KO16OX		144	115	115			
YL2QG	KO06QR	1859	SM0LQB	53	53	JO89WF		432	347	347	JO89	ScoredNoLog	
YL2QG	KO06QR	1900	EI3KD	07	15	IO51VW		144	1974	1974	IO51	ScoredNoLog	
YL2QG	KO06QR	1914	ES4RM	54	52	KO49AL		144	497	497	KO49	ScoredNoLog	
YL2QG	KO06QR	1921	ES3TI	53	53	KO29KD		144	339	339	KO29	ScoredNoLog	
YL2QG	KO06QR	1940	SM7SPG	55	54	JO66MD		144	517	517	JO66	ScoredNoLog	
YL2QG	KO06QR	1944	SM0FZH	56	53	JO99HI		144	334	334		ScoredNoLog	
YL2QG	KO06QR	1945	ES8PW	53	52	KO18VM		432	246	246	KO18	ScoredNoLog	
YL2QG	KO06QR	1946	ES2MC	53	52	KO29GG		50	339	339	KO29	ScoredNoLog	
YL2QG	KO06QR	1952	SM6JMZ	06	10	JO87FM		144	310	310	JO87	ScoredNoLog	
YL2QG	KO06QR	2006	LY2VO	57	57	KO15PX		144	145	145			
YL2QG	KO06QR	2007	LY2WR	58	56	KO24FO		144	306	306	KO24	ScoredNoLog	
YL2QG	KO06QR	2013	SM7PYJ	55	53	JO76TE		432	359	359	JO76	ScoredNoLog	
YL2QG	KO06QR	2014	SM6DHD	55	53	JO67MQ		144	513	513	JO67	ScoredNoLog	
YL2QG	KO06QR	2052	SM1HOW	59	57	JO97GL		144	191	191		ScoredNoLog	
YL2QG	KO06QR	2053	LY1CR	55	52	KO15CL		432	149	149	KO15	ScoredNoLog	
YL2QV	KO26WM	1704	YL2QG	54	55	KO06QR		144	277	277	KO06		
YL2QV	KO26WM	1704	YL3OI	55	54	KO26MO		50	52	52	KO26		
YL2QV	KO26WM	1705	YL3EK	55	55	KO27FF		144	117	117	KO27		
YL2QV	KO26WM	1706	OZ1ADL	54	54	JO46XC		50	981	981	JO46	ScoredNoLog	
YL2QV	KO26WM	1708	SM1FMT	58	57	JO96BW		144	475	475	JO96	ScoredNoLog	
YL2QV	KO26WM	1710	EU6AX	54	54	KO35UD		144	192	192	KO35	ScoredNoLog	
YL2QV	KO26WM	1710	YL2QG	52	54	KO06QR		50	277	277	KO06		
YL2QV	KO26WM	1713	YL2AJ	56	56	KO16OX		50	171	171	KO16		
YL2QV	KO26WM	1714	YL3ES	59	58	KO27FF		144	117	117			
YL2QV	KO26WM	1720	OZ1JVX	54	56	JO46FR		50	1063	1063		ScoredNoLog	
YL2QV	KO26WM	1724	YL2AO	56	56	KO16DK		144	221	221	KO16		
YL2QV	KO26WM	1731	ES5GI	56	53	KO38GQ		144	245	245	KO38	ScoredNoLog	
YL2QV	KO26WM	1734	SM0WW	56	56	JO99KO		144	536	536	JO99	ScoredNoLog	
YL2QV	KO26WM	1738	SM4OXX	55	56	JO79SH		144	684	684	JO79	ScoredNoLog	
YL2QV	KO26WM	1739	YL3ND	54	56	KO17JM		144	218	218	KO17		
YL2QV	KO26WM	1742	LY1CR	55	53	KO15CL		144	256	256	KO15	ScoredNoLog	
YL2QV	KO26WM	1745	SQ5NWH	11	15	JO92RK		144	615	615	JO92	ScoredNoLog	
YL2QV	KO26WM	1750	ES2IPA	53	52	KO29JM		144	340	340	KO29	ScoredNoLog	
YL2QV	KO26WM	1801	YL3NB	55	55	KO16VP		50	129	129			
YL2QV	KO26WM	1802	YL2CI	55	55	KO06TR		50	261	261			
YL2QV	KO26WM	1806	YL3ES	55	56	KO27FF		144	0	0		Dupe 17:14	
YL2QV	KO26WM	1806	YL3ND	54	53	KO17JM		50	218	218	KO17		
YL2QV	KO26WM	1818	OH1F	56	56	KP01TK		144	599	599	KP01	ScoredNoLog	
YL2QV	KO26WM	1820	YL2GD	59A	59A	KO37ML		50	128	128	KO37		
YL2QV	KO26WM	1824	SM4AXY	57A	57A	JO79LG		50	713	713	JO79	ScoredNoLog	
YL2QV	KO26WM	1827	YL2SM	599	59A	KO37LK		50	122	122			
YL2QV	KO26WM	1837	ES2JL	55A	55A	KO20LL		50	675	675	KO20	ScoredNoLog	
YL2QV	KO26WM	1839	ES2MA	57A	55A	KO29GH		50	321	321	KO29	ScoredNoLog	
YL2QV	KO26WM	1841	SE0X	55	53	JO99FE		144	530	530		ScoredNoLog	
YL2QV	KO26WM	1844	YL2AJ	59	58	KO16OX		144	171	171			
YL2QV	KO26WM	1846	OG3B	57A	57A	KP10AQ		50	514	514	KP10	ScoredNoLog	
YL2QV	KO26WM	1847	YL3ANT	56	53	KO36PM		144	87	87	KO36		
YL2QV	KO26WM	1849	YL2AO	55A	55A	KO16DK		50	0	0		ErrTime 7 min.	
YL2QV	KO26WM	1849	SK0QO	55	53	JO99CC		144	537	537		ScoredNoLog	
YL2QV	KO26WM	1850	OH4LA	59A	59A	KP20LG		50	421	421	KP20	ScoredNoLog	
YL2QV	KO26WM	1851	ES8PW	53	52	KO18VM		144	255	255	KO18	ScoredNoLog	
YL2QV	KO26WM	1851	SM4HCM	57A	57A	JP70RL		50	747	747	JP70	ScoredNoLog	
YL2QV	KO26WM	1852	OH6VV	55A	44A	KP22WG		50	640	640	KP22	ScoredNoLog	
YL2QV	KO26WM	1857	OH1RI	53	55	KP10HQ		144	500	500	KP10	ScoredNoLog	
YL2QV	KO26WM	1907	OH2AP/60	54	53	KP20MJ		50	434	434		ScoredNoLog	
YL2QV	KO26WM	1908	ES4RM	53	52	KO49AL		144	353	353	KO49	ScoredNoLog	
YL2QV	KO26WM	1912	YL3EK	54	56	KO27FF		50	117	117	KO27	ScoredNoLog	
YL2QV	KO26WM	1914	YL2GD	53	53	KO37ML		144	128	128	KO37		
YL2QV	KO26WM	1919	SM0KAK	54	54	JO89XK		50	568	568	JO89	ScoredNoLog	
YL2QV	KO26WM	1924	ES0Z	57	53	KP10FC		50	446	446		ScoredNoLog	
YL2QV	KO26WM	1925	OH1LEG	56	53	KP10FC		50	446	446		ScoredNoLog	
YL2QV	KO26WM	1932	OH0AZX	56	56	KP00IF		50	511	511	KP00	ScoredNoLog	
YL2QV	KO26WM	1934	OH4GGW	55	54	KP31MO		50	570	570	KP31	ScoredNoLog	
YL2QV	KO26WM	1938	SM0LQB	56	53	JO89WF		144	561	561	JO89	ScoredNoLog	
YL2QV	KO26WM	1947	ES2MC	56	55	KO29GG		50	316	316		ScoredNoLog	
YL2QV	KO26WM	1948	OH2MDN	54	54	KO19LT		50	404	404	KO19	ScoredNoLog	
YL2QV	KO26WM	1953	SM5CUI	54	53	JO89WW		144	603	603		ScoredNoLog	
YL2QV	KO26WM	1957	SK1BL	57	52	JO97HK		144	451	451	JO97	ScoredNoLog	
YL2QV	KO26WM	2009	LY2WR	55	54	KO24FO		144	231	231	KO24	ScoredNoLog	
YL2QV	KO26WM	2016	ES3TI	55	55	KO29KD		144	298	298		ScoredNoLog	
YL2QV	KO26WM	2017	OH6P	57A	57A	KP22AU		50	712	712		ScoredNoLog	
YL2QV	KO26WM	2018	ES2MC	599	55	KO29GG		144	316	316		ScoredNoLog	
YL2QV	KO26WM	2018	SM4HFI	57A	55A	JP70TO		50	747	747		ScoredNoLog	
YL2QV	KO26WM	2030	OH0AZX	55	53	KP00IF		144	511	511	KP00	ScoredNoLog	
YL2QV	KO26WM	2033	YL3OO	59	57	KO27DD		50	119	119		ScoredNoLog	
YL2QV	KO26WM	2044	R1DM	53	52	KO49XQ		144	426	426		ScoredNoLog	
YL2QV	KO26WM	2046	SM5DWF	53	52	JO88HE		144	585	585	JO88	ScoredNoLog	
YL2QV	KO26WM	2053	LY2VO	55	56	KO15PX		144	171	171			
YL2SM	KO37LK	1721	SM4HCM	59A	59A	JP70RL	CW	50	740	740	JP70	ScoredNoLog	
YL2SM	KO37LK	1723	SM4AXY	59A	59A	JO79LG	CW	50	729	729	JO79	ScoredNoLog	
YL2SM	KO37LK	1724	SM4FGN	59A	55A	JO69XB	CW	50	781	781	JO69	ScoredNoLog	
YL2SM	KO37LK	1725	OH6VV	59A	59A	KP22WG	CW	50	541	541	KP22	ScoredNoLog	
YL2SM	KO37LK	1727	OH2MF	59A	55A	KP20FR	CW	50	393	393	KP20	ScoredNoLog	
YL2SM	KO37LK	1727	OH6DX	59A	57A	KP32EQ	CW	50	585	585	KP32	ScoredNoLog	
YL2SM	KO37LK	1729	OH3XA	59A	59A	KP21GA	CW	50	422	422	KP21	ScoredNoLog	
YL2SM	KO37LK	1730	SM5CUI	59A	59A	JO89WW	CW	50	594	594	JO89	ScoredNoLog	
YL2SM	KO37LK	1731	SM4HFI	59A	55A	JP70TO	CW	50	737	737		ScoredNoLog	
YL2SM	KO37LK	1732	SM4ONW	59A	57A	JP70QN	CW	50	748	748		ScoredNoLog	
YL2SM	KO37LK	1732	SM5EPO	59A	59A	JP80MC	CW	50	644	644	JP80	ScoredNoLog	
YL2SM	KO37LK	1734	OH6PA	59A	59A	KP02PL	CW	50	643	643	KP02	ScoredNoLog	
YL2SM	KO37LK	1735	ES1OX	599	599	KO29HI	CW	50	253	253	KO29	ScoredNoLog	
YL2SM	KO37LK	1738	YL2GD	59A	599	KO37ML	CW	50	7	7	KO37		
YL2SM	KO37LK	1739	ES2MA	59A	59A	KO29GH	CW	50	252	252		ScoredNoLog	
YL2SM	KO37LK	1740	LA2D	59A	55A	JO59BR	CW	50	1006	1006	JO59	ScoredNoLog	
YL2SM	KO37LK	1741	OH4LA	59A	59A	KP20LG	CW	50	336	336		ScoredNoLog	
YL2SM	KO37LK	1742	OH8MGK	59A	59A	KP23PQ	CW	50	701	701	KP23	ScoredNoLog	
YL2SM	KO37LK	1743	OH6UW	59A	59A	KP22WI	CW	50	551	551		ScoredNoLog	
YL2SM	KO37LK	1744	OH6P	59A	59A	KP22AN	CW	50	593	593		ScoredNoLog	
YL2SM	KO37LK	1745	OG3B	59A	59A	KP10AQ	CW	50	458	458	KP10	ScoredNoLog	
YL2SM	KO37LK	1747	ES2JL	59A	59A	KO29LL	CW	50	256	256		ScoredNoLog	
YL2SM	KO37LK	1749	OH1NPM	59A	55A	KP01WS	CW	50	560	560	KP01	ScoredNoLog	
YL2SM	KO37LK	1754	SM6EHY	59A	57A	JO76CL	CW	50	780	780	JO76	ScoredNoLog	
YL2SM	KO37LK	1756	OH6ZZ	59A	55A	KP03SF	CW	50	710	710	KP03	ScoredNoLog	
YL2SM	KO37LK	1759	OH0BHU	59A	55A	KP00EF	CW	50	490	490	KP00	ScoredNoLog	
YL2SM	KO37LK	1809	SM5KQS	59A	59A	JO88IT	CW	50	621	621	JO88	ScoredNoLog	
YL2SM	KO37LK	1811	YL2AO	59A	59A	KO16DK	CW	50	305	305	KO16		
YL2SM	KO37LK	1812	LA8AV	59A	55A	JO49RT	CW	50	1044	1044	JO49	ScoredNoLog	
YL2SM	KO37LK	1814	SM7FJE	59A	59A	JO65VU	CW	50	823	823	JO65	ScoredNoLog	
YL2SM	KO37LK	1815	OH2BEJ	59A	59A	KP20JH	CW	50	344	344		ScoredNoLog	
YL2SM	KO37LK	1818	SM6BFE	59A	59A	JO68DQ	CW	50	873	873	JO68	ScoredNoLog	
YL2SM	KO37LK	1820	SM0KAK	59A	53A	JO89XK	CW	50	569	569		ScoredNoLog	
YL2SM	KO37LK	1825	YL2QV	59A	599	KO26WM	CW	50	122	122	KO26		
YL2SM	KO37LK	1828	SM0BSO	59A	57A	JO99BG	CW	50	554	554	JO99	ScoredNoLog	
YL2SM	KO37LK	1838	OH8KXK	59A	55A	KP22WS	SSB	50	597	597		ScoredNoLog	
YL2SM	KO37LK	1841	ES4EQ	59A	59A	KO39CE	SSB	50	200	200	KO39	ScoredNoLog	
YL2SM	KO37LK	1841	OH3HWU	59A	59A	KP11NM	SSB	50	503	503	KP11	ScoredNoLog	
YL2SM	KO37LK	1848	ES2MC	59A	59A	KO29GG	CW	50	248	248		ScoredNoLog	
YL2SM	KO37LK	1850	SM6TOL	59A	55A	JO78BL	CW	50	765	765	JO78	ScoredNoLog	
YL3ANT	KO36PM	1807	YL2GD	55	54	KO37ML		432	108	108	KO37		
YL3ANT	KO36PM	1812	YL2GD	54	55	KO37ML		144	108	108	KO37		
YL3ANT	KO36PM	1844	YL2AJ	599	599	KO16OX	CW	432	255	255	KO16		
YL3ANT	KO36PM	1844	SK1BL	53	56	JO97HK		144	535	535	JO97	ScoredNoLog	
YL3ANT	KO36PM	1848	YL2QV	53	56	KO26WM		144	87	87	KO26		
YL3ANT	KO36PM	1855	YL2AJ	54	55	KO16OX		144	255	255	KO16		
YL3ANT	KO36PM	1911	YL2AO	57	54	KO16DK		144	308	308			
YL3ANT	KO36PM	1914	R1DM	56	53	KO49XQ		432	386	386	KO49	ScoredNoLog	
YL3ANT	KO36PM	1920	ES5GI	54	53	KO38GQ		432	246	246	KO38	ScoredNoLog	
YL3ANT	KO36PM	1922	YL2AO	58	55	KO16DK		432	308	308			
YL3ANT	KO36PM	1928	YL3ES	53	53	KO27FF		432	190	190	KO27		
YL3EK	KO27FF	1700	ES5GI	56	53	KO38GQ		144	204	204	KO38	ScoredNoLog	
YL3EK	KO27FF	1703	SM1FMT	58	56	JO96BW		144	384	384	JO96	ScoredNoLog	
YL3EK	KO27FF	1705	ES5GI	55	53	KO38GQ		432	204	204	KO38	ScoredNoLog	
YL3EK	KO27FF	1705	YL2QV	55	55	KO26WM		144	117	117	KO26		
YL3EK	KO27FF	1707	YL2QG	54	54	KO06QR		144	195	195	KO06		
YL3EK	KO27FF	1708	YL3ND	53	54	KO17JM		144	106	106	KO17		
YL3EK	KO27FF	1709	YL2AJ	59	59	KO16OX		432	81	81	KO16		
YL3EK	KO27FF	1711	YL2AO	58	57	KO16DK		432	159	159			
YL3EK	KO27FF	1716	OH1ND	53	54	KP00XL		432	389	389	KP00	ScoredNoLog	
YL3EK	KO27FF	1723	OH0AZX	53	53	KP00IF		144	398	398	KP00	ScoredNoLog	
YL3EK	KO27FF	1727	ES8PW	54	54	KO18VM		144	149	149	KO18	ScoredNoLog	
YL3EK	KO27FF	1729	YL2AO	55	55	KO16DK		144	159	159	KO16		
YL3EK	KO27FF	1731	SM3XGV	54	54	JP81OF		144	606	606	JP81	ScoredNoLog	
YL3EK	KO27FF	1745	ES8PW	54	54	KO18VM		432	149	149	KO18	ScoredNoLog	
