Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL3EK	KO27FF	1745	OH3DP	54	55	KP10TT		144	402	402	KP10	ScoredNoLog	
YL3EK	KO27FF	1749	YL2GD	53	57	KO37ML		432	158	158	KO37		
YL3EK	KO27FF	1803	SM0RPT	54	52	JP90HA		144	459	459	JP90	ScoredNoLog	
YL3EK	KO27FF	1808	ES2IPA	54	52	JP90HA		144	459	459		ScoredNoLog	
YL3EK	KO27FF	1812	SM0WW	58	57	JO99KO		144	419	419	JO99	ScoredNoLog	
YL3EK	KO27FF	1815	SK6EI	55	54	JO68VK		144	645	645	JO68	ScoredNoLog	
YL3EK	KO27FF	1817	YL2GD	55	53	KO37ML		144	158	158	KO37		
YL3EK	KO27FF	1820	LY2LE	55	53	KO06NA		144	245	245		ScoredNoLog	
YL3EK	KO27FF	1826	OH4LA	55	53	KP20LG		144	340	340	KP20	ScoredNoLog	
YL3EK	KO27FF	1827	SM1HOW	54	55	JO97GL		432	356	356	JO97	ScoredNoLog	
YL3EK	KO27FF	1848	YL2AJ	56	56	KO16OX		144	81	81			
YL3EK	KO27FF	1852	SM0LQB	55	55	JO89WF		432	445	445	JO89	ScoredNoLog	
YL3EK	KO27FF	1853	SK1BL	53	53	JO97HK		144	351	351	JO97	ScoredNoLog	
YL3EK	KO27FF	1855	SM4OXX	52	53	JO79SH		144	571	571	JO79	ScoredNoLog	
YL3EK	KO27FF	1859	SM4DXO	53	53	JP70VO		432	623	623	JP70	ScoredNoLog	
YL3EK	KO27FF	1902	SM0IJS	53	53	JO98VG		432	301	301	JO98	ScoredNoLog	
YL3EK	KO27FF	1904	SM0WW	54	54	JO99KO		432	419	419	JO99	ScoredNoLog	
YL3EK	KO27FF	1906	EI4GNB	57	56	IO63WE		144	1974	1974	IO63	ScoredNoLog	
YL3EK	KO27FF	1921	LY1CR	55	56	KO15CL		144	239	239	KO15	ScoredNoLog	
YL3EK	KO27FF	1924	OH3NE	54	55	KP11UL		432	475	475	KP11	ScoredNoLog	
YL3EK	KO27FF	1927	OH3DP	53	54	KP10TT		432	402	402	KP10	ScoredNoLog	
YL3EK	KO27FF	1929	ES2MC	56	56	KO29GG		432	228	228	KO29	ScoredNoLog	
YL3EK	KO27FF	1931	ES2MC	56	57	KO29GG		144	228	228	KO29	ScoredNoLog	
YL3EK	KO27FF	1932	ES3TI	53	56	KO29KD		144	215	215		ScoredNoLog	
YL3EK	KO27FF	1948	OH1RI	54	58	KP10HQ		144	399	399		ScoredNoLog	
YL3EK	KO27FF	1954	OG3Z	53	58	KP11MK		144	475	475	KP11	ScoredNoLog	
YL3EK	KO27FF	1958	YL3ES	56	59	KO27FF		432	1	1	KO27		
YL3EK	KO27FF	2000	OH4LA	55	54	KP20LG		432	340	340	KP20	ScoredNoLog	
YL3EK	KO27FF	2002	OH6UW	54	53	KP32AC		432	550	550	KP32	ScoredNoLog	
YL3EK	KO27FF	2007	SK4EA	53	53	JO79OO		144	600	600		ScoredNoLog	
YL3EK	KO27FF	2009	SM0FZH	55	55	JO99HI		144	415	415		ScoredNoLog	
YL3EK	KO27FF	2011	OH2MFE	53	53	KP20JE		432	330	330		ScoredNoLog	
YL3EK	KO27FF	2027	SM6BFE	54	54	JO68DQ		432	735	735	JO68	ScoredNoLog	
YL3EK	KO27FF	2031	SM4UEF	54	54	JP70JX		144	691	691	JP70	ScoredNoLog	
YL3EK	KO27FF	2034	SK1BL	53	53	JO97HK		432	351	351		ScoredNoLog	
YL3EK	KO27FF	2037	SE0X	54	54	JO99FE		144	414	414		ScoredNoLog	
YL3EK	KO27FF	2039	SM4UEF	54	53	JP70JX		144	0	0		Dupe 20:31	
YL3EK	KO27FF	2040	SM0FZH	53	53	JO99HI		432	415	415		ScoredNoLog	
YL3EK	KO27FF	2045	YL3ES	59	59	KO27FF		144	1	1	KO27		
YL3EK	KO27FF	2047	SM1HOW	54	57	JO97GL		144	356	356		ScoredNoLog	
YL3EK	KO27FF	2049	SK0CT	53	53	JO99BM		432	449	449		ScoredNoLog	
YL3ES	KO27FF	1702	SM1FMT	59	57	JO96BW		144	384	384	JO96	ScoredNoLog	
YL3ES	KO27FF	1704	ES5GI	55	53	KO38GQ		432	204	204	KO38	ScoredNoLog	
YL3ES	KO27FF	1705	ES5GI	55	54	KO38GQ		144	204	204	KO38	ScoredNoLog	
YL3ES	KO27FF	1708	YL2AJ	59	59	KO16OX		432	81	81	KO16		
YL3ES	KO27FF	1708	YL2QG	55	56	KO06QR		144	195	195	KO06		
YL3ES	KO27FF	1709	YL2AO	57	57	KO16DK		432	159	159			
YL3ES	KO27FF	1714	YL2QV	58	59	KO26WM		144	117	117	KO26		
YL3ES	KO27FF	1715	EU6AX	53	55	KO35UD		144	307	307	KO35	ScoredNoLog	
YL3ES	KO27FF	1718	R1DM	53	53	KO49XQ		144	421	421	KO49	ScoredNoLog	
YL3ES	KO27FF	1726	YL2AO	56	55	KO16DK		144	159	159	KO16		
YL3ES	KO27FF	1730	ES8PW	59	56	KO18VM		144	149	149	KO18	ScoredNoLog	
YL3ES	KO27FF	1736	OH3DP	54	56	KP10TT		432	402	402	KP10	ScoredNoLog	
YL3ES	KO27FF	1738	ES8PW	53	53	KO18VM		432	149	149	KO18	ScoredNoLog	
YL3ES	KO27FF	1748	OH3DP	56	55	KP10TT		144	402	402	KP10	ScoredNoLog	
YL3ES	KO27FF	1749	OH3DP	599	55	KP10TT		144	0	0		Dupe 17:48	
YL3ES	KO27FF	1750	YL2GD	58	58	KO37ML		432	158	158	KO37		
YL3ES	KO27FF	1753	YL3GY	54	53	KO27AA		144	35	35	KO27	ScoredNoLog	
YL3ES	KO27FF	1800	OH4GGW	52	53	KP31MO		144	508	508	KP31	ScoredNoLog	
YL3ES	KO27FF	1806	YL2QV	56	55	KO26WM		144	0	0		Dupe 17:14	
YL3ES	KO27FF	1811	SM0WW	54	54	JO99KO		144	419	419	JO99	ScoredNoLog	
YL3ES	KO27FF	1813	LY2VO	53	53	KO15PX		144	157	157	KO15		
YL3ES	KO27FF	1824	OH4LA	54	54	KP20LG		144	340	340	KP20	ScoredNoLog	
YL3ES	KO27FF	1829	LY1CR	56	53	KO15CL		144	239	239		ScoredNoLog	
YL3ES	KO27FF	1831	R1AO	52	53	KP40TG		144	451	451	KP40	ScoredNoLog	
YL3ES	KO27FF	1844	YL2GD	53	52	KO37ML		144	158	158	KO37		
YL3ES	KO27FF	1849	SE0X	55	53	JO99FE		144	414	414		ScoredNoLog	
YL3ES	KO27FF	1852	YL2AJ	54	54	KO16OX		144	81	81			
YL3ES	KO27FF	1854	SK0QO	53	53	JO99CC		144	422	422		ScoredNoLog	
YL3ES	KO27FF	1857	SM0LQB	52	53	JO89WF		432	445	445	JO89	ScoredNoLog	
YL3ES	KO27FF	1925	OH3NE	54	54	KP11UL		432	475	475	KP11	ScoredNoLog	
YL3ES	KO27FF	1928	YL3ANT	53	53	KO36PM		432	190	190	KO36		
YL3ES	KO27FF	1932	ES2MC	55	55	KO29GG		432	228	228	KO29	ScoredNoLog	
YL3ES	KO27FF	1936	OH1RI	54	55	KP10HQ		432	399	399		ScoredNoLog	
YL3ES	KO27FF	1952	OH1RI	54	56	KP10HQ		144	399	399		ScoredNoLog	
YL3ES	KO27FF	1953	OH0AZX	57	55	KP00IF		144	398	398	KP00	ScoredNoLog	
YL3ES	KO27FF	1955	OG3Z	53	54	KP11MK		144	475	475	KP11	ScoredNoLog	
YL3ES	KO27FF	1958	YL3EK	59	56	KO27FF		432	1	1	KO27		
YL3ES	KO27FF	2002	OH4LA	54	53	KP20LG		432	340	340	KP20	ScoredNoLog	
YL3ES	KO27FF	2002	OI3V	53	53	KP21FV		144	519	519	KP21	ScoredNoLog	
YL3ES	KO27FF	2004	ES2IPA	54	52	KO29JM		144	256	256	KO29	ScoredNoLog	
YL3ES	KO27FF	2007	ES3TI	57	56	KO29KD		144	215	215		ScoredNoLog	
YL3ES	KO27FF	2016	R1DM	54	52	KO49XQ		432	421	421	KO49	ScoredNoLog	
YL3ES	KO27FF	2018	LY2WR	57	55	KO24FO		144	292	292	KO24	ScoredNoLog	
YL3ES	KO27FF	2026	ES2MC	57	55	KO29GG		144	228	228		ScoredNoLog	
YL3ES	KO27FF	2034	SM4UEF	54	54	JP70JX		144	691	691	JP70	ScoredNoLog	
YL3ES	KO27FF	2037	SK1BL	53	55	JO97HK		144	351	351	JO97	ScoredNoLog	
YL3ES	KO27FF	2045	YL3EK	59	59	KO27FF		144	1	1			
YL3ES	KO27FF	2049	SM1FMT	55	55	JO96BW		144	0	0		Dupe 17:02	
YL3ES	KO27FF	2051	SM1HOW	56	57	JO97GL		144	356	356		ScoredNoLog	
YL3GEA	KO37QM	1716	YL2AJ	55	55	KO16OX	SSB	432	258	258	KO16		
YL3GEA	KO37QM	1733	LY3JE	55	55	KO26TC	SSB	432	191	191	KO26		
YL3GEA	KO37QM	1735	LY3JE	59	59	KO26TC	SSB	144	191	191	KO26		
YL3GEA	KO37QM	1744	UA1AJY	59	59	KO49TV	SSB	144	295	295	KO49	ScoredNoLog	
YL3GEA	KO37QM	1809	YL2KO	59	59	KO37RI	SSB	144	20	20	KO37		
YL3GEA	KO37QM	1809	RA1WR	59	59	KO47DT	SSB	144	64	64	KO47	ScoredNoLog	
YL3GEA	KO37QM	1813	YL2AO	59	59	KO16DK	SSB	144	331	331	KO16		
YL3GEA	KO37QM	1821	YL2GD	59	59	KO37ML	SSB	144	21	21			
YL3NB	KO16VP	1737	OH0AZX	53	55	KP00IF	RTTY	50	437	437	KP00	ScoredNoLog	
YL3NB	KO16VP	1738	YL2AJ	59	59	KO16OX	RTTY	50	52	52	KO16		
YL3NB	KO16VP	1740	YL3OI	56	54	KO26MO	RTTY	50	77	77	KO26		
YL3NB	KO16VP	1759	YL3ND	57	57	KO17JM	RTTY	50	115	115	KO17		
YL3NB	KO16VP	1801	YL2QV	55	55	KO26WM	RTTY	50	129	129			
YL3NB	KO16VP	1809	OH2MDN	53	53	KO19LT	RTTY	50	356	356	KO19	ScoredNoLog	
YL3ND	KO17JM	1702	ES5GI	56	53	KO38GQ		144	256	256	KO38	ScoredNoLog	
YL3ND	KO17JM	1703	YL2QG	52	54	KO06QR		50	123	123	KO06		
YL3ND	KO17JM	1704	SM1FMT	58	54	JO96BW		144	289	289	JO96	ScoredNoLog	
YL3ND	KO17JM	1707	YL2AJ	58	57	KO16OX		50	66	66	KO16		
YL3ND	KO17JM	1707	OH2LIY	56	53	KP20MG		144	332	332	KP20	ScoredNoLog	
YL3ND	KO17JM	1709	YL3EK	54	53	KO27FF		144	106	106	KO27		
YL3ND	KO17JM	1709	YL3OI	56	54	KO26MO		50	170	170	KO26		
YL3ND	KO17JM	1712	YL2AO	59	58	KO16DK		50	125	125			
YL3ND	KO17JM	1715	ES8PW	59	58	KO18VM		144	126	126	KO18	ScoredNoLog	
YL3ND	KO17JM	1721	ES0Z	54	53	KO18KT		50	144	144	KO18	ScoredNoLog	
YL3ND	KO17JM	1723	OH2MDN	53	56	KO19LT		50	256	256	KO19	ScoredNoLog	
YL3ND	KO17JM	1727	SM0WW	55	52	JO99KO		144	325	325	JO99	ScoredNoLog	
YL3ND	KO17JM	1730	YL2CI	58	56	KO06TR		50	113	113			
YL3ND	KO17JM	1739	YL2QV	56	54	KO26WM		144	218	218	KO26		
YL3ND	KO17JM	1740	OH0AZX	55	55	KP00IF		50	325	325	KP00	ScoredNoLog	
YL3ND	KO17JM	1754	DL3AT	54	56	JO50NW		50	1052	1052	JO50	ScoredNoLog	
YL3ND	KO17JM	1759	YL3NB	57	57	KO16VP		50	115	115			
YL3ND	KO17JM	1805	YL2GD	55	53	KO37ML		144	254	254	KO37		
YL3ND	KO17JM	1806	YL2QV	53	54	KO26WM		50	218	218			
YL3ND	KO17JM	1810	OH2AP/60	53	53	KP20MJ		50	345	345	KP20	ScoredNoLog	
YL3ND	KO17JM	1811	OH1LEG	56	57	KP10FC		50	288	288	KP10	ScoredNoLog	
YL3ND	KO17JM	1830	OH4LA	56	53	KP20LG		144	331	331		ScoredNoLog	
YL3ND	KO17JM	1832	SM5EPO	54	53	JP80MC		50	439	439	JP80	ScoredNoLog	
YL3ND	KO17JM	1840	YL2AO	57	54	KO16DK		144	125	125	KO16		
YL3ND	KO17JM	1843	SK0CT	54	53	JO99BM		50	351	351	JO99	ScoredNoLog	
YL3ND	KO17JM	1856	YL2GD	52	54	KO37ML		50	254	254	KO37		
YL3ND	KO17JM	1923	SM0BSO	54	54	JO99BG		50	335	335		ScoredNoLog	
YL3ND	KO17JM	1924	SM0KAK	54	53	JO89XK		50	353	353	JO89	ScoredNoLog	
YL3ND	KO17JM	1936	ES3TI	57	52	KO29KD		144	218	218	KO29	ScoredNoLog	
YL3ND	KO17JM	1942	ES2MC	58	55	KO29GG		50	220	220	KO29	ScoredNoLog	
YL3ND	KO17JM	1945	ES2MC	58	55	KO29GG		144	220	220		ScoredNoLog	
YL3ND	KO17JM	1958	YL2AJ	57	54	KO16OX		144	66	66			
YL3OI	KO26MO	1703	YL2QV	54	55	KO26WM		50	52	52	KO26		
YL3OI	KO26MO	1706	YL2AO	55	53	KO16DK		50	170	170	KO16		
YL3OI	KO26MO	1708	YL3ND	54	56	KO17JM		50	170	170	KO17		
YL3OI	KO26MO	1710	YL2AJ	57	57	KO16OX		50	120	120			
YL3OI	KO26MO	1715	SM3GDT	54	58	JP71WW		50	788	788	JP71	ScoredNoLog	
YL3OI	KO26MO	1717	SM4POB	53	55	JP70WL		50	684	684	JP70	ScoredNoLog	
YL3OI	KO26MO	1727	OZ1JVX	52	55	JO46FR		50	1011	1011	JO46	ScoredNoLog	
YL3OI	KO26MO	1736	LY1R	05	24	KO14RV		50	215	215	KO14	ScoredNoLog	
YL3OI	KO26MO	1739	YL3NB	54	56	KO16VP		50	77	77			
YL3OI	KO26MO	1741	OV3T	54	53	JO46CM		50	1029	1029		ScoredNoLog	
YL3OI	KO26MO	1746	YL2CI	53	52	KO06TR		50	210	210	KO06		
YL3OI	KO26MO	1750	OZ7KJ	55	55	JO46ML		50	979	979		ScoredNoLog	
YL3OI	KO26MO	1752	SM7FJE	53	54	JO65VU		50	700	700	JO65	ScoredNoLog	
YL3OI	KO26MO	1803	YL2QG	53	55	KO06QR		50	225	225			
YL3OI	KO26MO	1805	YL2EA	15	05	KO26FX		50	55	55		ScoredNoLog	
YL3OI	KO26MO	1826	OH2MDN	53	55	KO19LT		50	378	378	KO19	ScoredNoLog	
YL3OI	KO26MO	1837	SM5EPO	53	53	JP80MC		50	608	608	JP80	ScoredNoLog	
YL3OI	KO26MO	1840	YL2GD	55	57	KO37ML		50	156	156	KO37		
YL3OI	KO26MO	1852	ES0Z	55	57	KO18KT		50	278	278	KO18	ScoredNoLog	
YL3OI	KO26MO	1853	OH1LEG	53	55	KP10FC		50	418	418	KP10	ScoredNoLog	
LY2BBF	KO24PR	1704	LY1ZI	59	59	KO24OQ	FM	144	8	8	KO24	ScoredNoLog	
LY2BBF	KO24PR	1705	LY3FI	59	599	KO24PR	FM	144	1	1		ScoredNoLog	
LY2BBF	KO24PR	1705	LY7OK	59	58	KO24OR	FM	144	6	6		ScoredNoLog	
LY2BBF	KO24PR	1727	LY2WR	59	59	KO24FO	SSB	144	56	56		ScoredNoLog	
LY2BBF	KO24PR	1759	LY2R	599	339	KO15VS	CW	144	150	150	KO15		
LY2BBF	KO24PR	1800	LY2BDA	599	599	KO24MQ	CW	144	17	17		ScoredNoLog	
LY2BBF	KO24PR	1811	LY1JA	59	59	KO24PQ	FM	144	5	5		ScoredNoLog	
LY2R	KO15VS	1701	OH4LA	599	599	KP20LG	CW	144	506	506	KP20	ScoredNoLog	
LY2R	KO15VS	1702	LY4AA	599	599	KO14WW	CW	144	93	93	KO14	ScoredNoLog	
LY2R	KO15VS	1706	OH3DP	559	559	KP10TT	CW	144	561	561	KP10	ScoredNoLog	
LY2R	KO15VS	1709	SM6BFE	559	559	JO68DQ	CW	144	764	764	JO68	ScoredNoLog	
LY2R	KO15VS	1710	LY2LE	599	599	KO06NA	CW	144	169	169	KO06	ScoredNoLog	
LY2R	KO15VS	1715	OZ6TY	559	599	JO55XE	CW	144	748	748	JO55	ScoredNoLog	
LY2R	KO15VS	1718	SM7EYW	599	559	JO65NK	CW	144	671	671	JO65	ScoredNoLog	
LY2R	KO15VS	1722	LY2WR	59	59	KO24FO	SSB	144	137	137	KO24	ScoredNoLog	
LY2R	KO15VS	1724	SM7SJR	599	599	JO87EB		144	478	478	JO87	ScoredNoLog	
LY2R	KO15VS	1728	SM7SPG	599	599	JO66MD	CW	144	670	670	JO66	ScoredNoLog	
LY2R	KO15VS	1734	OH4MVH	559	559	KP32PG	CW	144	750	750	KP32	ScoredNoLog	
LY2R	KO15VS	1738	ES4RM	559	559	KO49AL	CW	144	484	484	KO49	ScoredNoLog	
LY2R	KO15VS	1740	LY3JE	59	59	KO26TC	SSB	144	121	121	KO26		
LY2R	KO15VS	1747	LY2VO	59	59	KO15PX	SSB	144	39	39	KO15		
LY2R	KO15VS	1751	ES1OX	559	559	KO29HI	CW	144	402	402	KO29	ScoredNoLog	
LY2R	KO15VS	1751	ES2MC	599	599	KO29GG	CW	144	392	392		ScoredNoLog	
LY2R	KO15VS	1759	LY2BBF	339	599	KO24PR	CW	144	150	150			
LY2R	KO15VS	1800	LY2BDA	599	599	KO24MQ	CW	144	145	145		ScoredNoLog	
LY2R	KO15VS	1802	SM0BHN	599	599	JO89WI	CW	144	532	532	JO89	ScoredNoLog	
LY2R	KO15VS	1805	SK0CT	59	59	JO99BM	SSB	144	536	536	JO99	ScoredNoLog	
LY2R	KO15VS	1806	YL2AO	599	599	KO16DK	CW	144	119	119	KO16		
LY2R	KO15VS	1818	ES1ATE	59	59	KO29JK	SSB	144	413	413		ScoredNoLog	
LY2R	KO15VS	1818	ES2PRM	59	59	KO29GG	SSB	144	392	392		ScoredNoLog	
LY2R	KO15VS	1818	OH6VV	59	59	KP22WP	SSB	144	774	774	KP22	ScoredNoLog	
LY2R	KO15VS	1819	OH4JVC	59	59	KP31ST	SSB	144	706	706	KP31	ScoredNoLog	
LY2R	KO15VS	1828	SM7DTE	559	559	JO75CN	CW	144	602	602	JO75	ScoredNoLog	
LY2R	KO15VS	1830	OH0A	59	59	KP00AF	SSB	144	543	543	KP00	ScoredNoLog	
LY2R	KO15VS	1833	SM6VTZ	559	559	JO58UJ	CW	144	785	785	JO58	ScoredNoLog	
LY2R	KO15VS	1840	SP2FRY	579	569	JO83WR	CW	144	443	443	JO83	ScoredNoLog	
LY2R	KO15VS	1846	SP2HPD	559	559	JO94JC	CW	144	370	370	JO94	ScoredNoLog	
LY2R	KO15VS	1852	LY2J	599	599	KO14QL	CW	144	147	147		ScoredNoLog	
LY2R	KO15VS	1852	SP5UFK	559	559	KO02ME	CW	144	438	438	KO02	ScoredNoLog	
LY2R	KO15VS	1858	ES7RU	599	599	KO28HI	CW	144	292	292	KO28	ScoredNoLog	
LY2R	KO15VS	1901	ES0FX	599	599	KO08XL	CW	144	321	321	KO08	ScoredNoLog	
LY2R	KO15VS	1901	SM5EPO	599	559	JP80MC	CW	144	625	625	JP80	ScoredNoLog	
LY2R	KO15VS	1914	OH0AZX	55	55	KP00IF	SSB	144	528	528		ScoredNoLog	
LY2R	KO15VS	1919	SK1BL	599	599	JO96HK	CW	144	329	329	JO96	ScoredNoLog	
LY2R	KO15VS	1925	OH6UW	559	559	KP22WI	CW	144	742	742		ScoredNoLog	
LY2R	KO15VS	1936	SK6EI	599	559	JO68VK	CW	144	672	672		ScoredNoLog	
LY2R	KO15VS	1944	OZ2AR	559	559	JO65BT	CW	144	729	729		ScoredNoLog	
LY2R	KO15VS	1950	SP2CNW	559	579	JO93AI	CW	144	458	458	JO93	ScoredNoLog	
LY2R	KO15VS	2001	SM5DWF	559	559	JO88HI	CW	144	520	520	JO88	ScoredNoLog	
LY2R	KO15VS	2009	SM0LQB	559	559	JO89WF	CW	144	522	522		ScoredNoLog	
LY2R	KO15VS	2014	SM7LCB	599	599	JO86GH	CW	144	455	455	JO86	ScoredNoLog	
LY2R	KO15VS	2015	LY2CH	599	599	KO15OV	CW	144	39	39		ScoredNoLog	
LY2R	KO15VS	2017	SK4AO	599	599	JP61WF	CW	144	836	836	JP61	ScoredNoLog	
LY2R	KO15VS	2020	LY1CR	599	599	KO15CL	CW	144	105	105		ScoredNoLog	
LY2R	KO15VS	2041	YL2AJ	599	599	KO16OX	CW	144	140	140			
LY2R	KO15VS	2046	SM7KOJ	559	559	JO66ND	CW	144	665	665		ScoredNoLog	
LY2VO	KO15PX	1700	LY2CH	59	59	KO15OV	FM	144	11	11	KO15	ScoredNoLog	
LY2VO	KO15PX	1704	LY2BBZ	59	59	KO16XC	FM	144	44	44	KO16	ScoredNoLog	
LY2VO	KO15PX	1705	LY4H	59	59	KO15PV	FM	144	10	10		ScoredNoLog	
LY2VO	KO15PX	1706	SM6BFE	559	559	JO68DQ	CW	144	725	725	JO68	ScoredNoLog	
LY2VO	KO15PX	1708	LY3JE	59	59	KO26TC	SSB	144	146	146	KO26		
LY2VO	KO15PX	1710	LY3PEJ	59	59	KO15CL	SSB	144	88	88		ScoredNoLog	
LY2VO	KO15PX	1717	OZ6TY	559	559	JO55XE	CW	144	717	717	JO55	ScoredNoLog	
LY2VO	KO15PX	1724	LY2WR	59	59	KO24FO	SSB	144	170	170	KO24	ScoredNoLog	
LY2VO	KO15PX	1727	SK1BL	599	579	JO97HK	CW	144	328	328	JO97	ScoredNoLog	
LY2VO	KO15PX	1732	SM0WW	53	56	JO99KO	SSB	144	481	481	JO99	ScoredNoLog	
LY2VO	KO15PX	1737	LY1CR	55	53	KO15CL	SSB	144	88	88		ScoredNoLog	
LY2VO	KO15PX	1742	YL2AO	58	58	KO16DK	SSB	144	81	81			
LY2VO	KO15PX	1747	LY2R	59	59	KO15VS	SSB	144	39	39			
LY2VO	KO15PX	1749	ES2MC	559	559	KO29GG	CW	144	374	374	KO29	ScoredNoLog	
LY2VO	KO15PX	1758	ES2PRM	59	59	KO29GG	SSB	144	374	374		ScoredNoLog	
LY2VO	KO15PX	1802	OH0A	55	55	KP00AF	SSB	144	510	510	KP00	ScoredNoLog	
LY2VO	KO15PX	1813	YL3ES	53	53	KO27FF	SSB	144	157	157	KO27		
LY2VO	KO15PX	1818	ES8PW	56	54	KO18VM	SSB	144	285	285	KO18	ScoredNoLog	
LY2VO	KO15PX	1830	SM7DTE	559	559	JO75CN	CW	144	570	570	JO75	ScoredNoLog	
LY2VO	KO15PX	1834	LY2CH	59	59	KO15OV	FM	432	11	11	KO15	ScoredNoLog	
LY2VO	KO15PX	1834	SM7VTZ	559	559	JO58UJ	CW	144	747	747	JO58	ScoredNoLog	
LY2VO	KO15PX	1835	LY4H	59	59	KO15PV	FM	432	10	10		ScoredNoLog	
LY2VO	KO15PX	1842	SM7ECM	559	559	JO65PU	CW	144	623	623	JO65	ScoredNoLog	
LY2VO	KO15PX	1842	SM7ECM	559	559	JO65PU	CW	432	623	623	JO65	ScoredNoLog	
LY2VO	KO15PX	1846	SM0BHN	559	559	JO89WI	CW	432	495	495	JO89	ScoredNoLog	
LY2VO	KO15PX	1846	SM5EPO	559	559	JP80MC	CW	144	588	588	JP80	ScoredNoLog	
LY2VO	KO15PX	1848	YL2AO	599	599	KO16DK	CW	432	81	81	KO16		
LY2VO	KO15PX	1853	SM7EYW	579	579	JO65NK	CW	144	640	640		ScoredNoLog	
LY2VO	KO15PX	1854	YL2GD	599	599	KO37ML	CW	432	284	284	KO37		
LY2VO	KO15PX	1854	LY2BDA	579	579	KO24MQ	CW	432	182	182	KO24	ScoredNoLog	
LY2VO	KO15PX	1859	ES2MC	599	599	KO29GG	CW	432	374	374	KO29	ScoredNoLog	
LY2VO	KO15PX	1859	LY4AA	599	599	KO14WW	CW	144	122	122	KO14	ScoredNoLog	
LY2VO	KO15PX	1908	ES2DF	579	579	KO29GG	CW	432	374	374		ScoredNoLog	
LY2VO	KO15PX	1910	OH0A	55	55	KP00AF	SSB	432	510	510	KP00	ScoredNoLog	
LY2VO	KO15PX	1915	SK0CT	559	559	JO99BM	CW	144	499	499		ScoredNoLog	
LY2VO	KO15PX	1926	LY2BDA	599	599	KO24MQ	CW	144	182	182		ScoredNoLog	
LY2VO	KO15PX	1926	SK0CT	599	559	JO99BM	CW	432	499	499	JO99	ScoredNoLog	
LY2VO	KO15PX	1934	SM7EYW	559	559	JO65NK	CW	432	640	640		ScoredNoLog	
LY2VO	KO15PX	1935	OZ2AR	559	559	JO65BT	CW	144	696	696		ScoredNoLog	
LY2VO	KO15PX	1936	SK1BL	599	599	JO97HK	CW	432	328	328	JO97	ScoredNoLog	
LY2VO	KO15PX	1947	SM6BFE	559	559	JO68DQ	CW	432	725	725	JO68	ScoredNoLog	
LY2VO	KO15PX	1949	YL2AJ	599	599	KO16OX	CW	144	112	112			
LY2VO	KO15PX	1951	SM5EPO	559	559	JP80MC	CW	432	588	588	JP80	ScoredNoLog	
LY2VO	KO15PX	1955	SP2FRY	559	559	JO83WR	CW	144	428	428	JO83	ScoredNoLog	
LY2VO	KO15PX	1958	OH4LA	559	559	KP20LG	CW	144	488	488	KP20	ScoredNoLog	
LY2VO	KO15PX	2005	SM7LCB	579	559	JO86GH	CW	432	420	420	JO86	ScoredNoLog	
LY2VO	KO15PX	2006	YL2QG	57	57	KO06QR	SSB	144	145	145	KO06		
LY2VO	KO15PX	2010	SM6DHD	57	53	JO67MQ	SSB	144	652	652	JO67	ScoredNoLog	
LY2VO	KO15PX	2011	OZ9GE	559	559	JO66CB	CW	432	689	689	JO66	ScoredNoLog	
LY2VO	KO15PX	2014	SM6VTZ	559	559	JO58UJ	CW	432	747	747	JO58	ScoredNoLog	
LY2VO	KO15PX	2016	SM1FMT	57	54	JO96BW	SSB	144	335	335	JO96	ScoredNoLog	
LY2VO	KO15PX	2018	YL2AJ	599	599	KO16OX	CW	432	112	112			
LY2VO	KO15PX	2019	SP2FRY	559	559	JO83WR	CW	432	428	428	JO83	ScoredNoLog	
LY2VO	KO15PX	2025	OH4LA	599	579	KP20LG	CW	432	488	488	KP20	ScoredNoLog	
LY2VO	KO15PX	2031	SP2CNW	559	559	JO93AD	CW	144	463	463	JO93	ScoredNoLog	
LY2VO	KO15PX	2041	OZ8PG	559	559	JO66EC	CW	432	678	678		ScoredNoLog	
LY2VO	KO15PX	2049	ES1OX/2	559	559	KO29HI	CW	432	384	384		ScoredNoLog	
LY2VO	KO15PX	2053	YL2QV	56	55	KO26WM	SSB	144	171	171			
LY2VO	KO15PX	2054	ES4RM	54	53	KO49AL	SSB	144	481	481	KO49	ScoredNoLog	
LY2VO	KO15PX	2059	OH3TR	579	559	KP11VK	CW	432	608	608	KP11	ScoredNoLog	
LY3JE	KO26TC	1708	LY2VO	59	59	KO15PX	SSB	144	146	146	KO15		
LY3JE	KO26TC	1713	YL2AO	59	59	KO16DK	SSB	432	210	210	KO16		
LY3JE	KO26TC	1714	LY3PEJ	59	59	KO15CL	SSB	144	225	225		ScoredNoLog	
LY3JE	KO26TC	1718	LY2BDA	55	55	KO24MQ	SSB	432	162	162	KO24	ScoredNoLog	
LY3JE	KO26TC	1720	LY2BDA	59	59	KO24MQ	SSB	144	162	162	KO24	ScoredNoLog	
LY3JE	KO26TC	1721	YL2AJ	59	59	KO16OX	SSB	432	178	178			
LY3JE	KO26TC	1721	LY2WR	59	59	KO24FO	SSB	144	183	183		ScoredNoLog	
LY3JE	KO26TC	1723	LY3FI	59	59	KO24PR	SSB	144	155	155		ScoredNoLog	
