Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AJ	KO16OX	1816	SM6TOL	57A	52A	JO78BL	CW	50	564	564	JO78	ScoredNoLog	
YL2AJ	KO16OX	1818	SK0EN	599	599	JO99JX	CW	144	421	421	JO99	ScoredNoLog	
YL2AJ	KO16OX	1820	ES1ATE	59	59	KO29JK	SSB	432	289	289		ScoredNoLog	
YL2AJ	KO16OX	1821	LY3JE	59	59	KO26TC		432	178	178	KO26		
YL2AJ	KO16OX	1821	SK7CY	55	52	JO65RJ	SSB	144	628	628	JO65	ScoredNoLog	
YL2AJ	KO16OX	1824	SK0CT	559	559	JO99BM	CW	144	411	411		ScoredNoLog	
YL2AJ	KO16OX	1826	SA5K	55A	55A	JO78LH	CW	50	513	513		ScoredNoLog	
YL2AJ	KO16OX	1828	SM6KTO	55	56	JO67FI		144	649	649	JO67	ScoredNoLog	
YL2AJ	KO16OX	1830	YL2FZ	599	599	KO37QI	CW	432	255	255			
YL2AJ	KO16OX	1831	SK1BL	56	54	JO97HK		144	281	281	JO97	ScoredNoLog	
YL2AJ	KO16OX	1833	OH2FQV	59	59	KP20MF	SSB	432	377	377	KP20	ScoredNoLog	
YL2AJ	KO16OX	1833	YL2QV	57	55	KO26WM		144	171	171			
YL2AJ	KO16OX	1834	SM0BSO	59A	55A	JO99BG	CW	50	393	393	JO99	ScoredNoLog	
YL2AJ	KO16OX	1835	SM4OXX	53	53	JO79SH		144	519	519	JO79	ScoredNoLog	
YL2AJ	KO16OX	1838	SA0CAN	55	56	JO99CH		144	392	392		ScoredNoLog	
YL2AJ	KO16OX	1838	YL2TD	5A9	57A	KO26CV	CW	50	62	62		ScoredNoLog	
YL2AJ	KO16OX	1840	SM4DXO	55	56	JP71SB		144	631	631	JP71	ScoredNoLog	
YL2AJ	KO16OX	1840	SM7EYW	559	559	JO65NK	CW	432	647	647	JO65	ScoredNoLog	
YL2AJ	KO16OX	1841	SM4HCM	55	54	JP70RL		144	593	593	JP70	ScoredNoLog	
YL2AJ	KO16OX	1842	ES2DF	59A	59A	KO29GG	CW	50	267	267	KO29	ScoredNoLog	
YL2AJ	KO16OX	1844	SM4TYA	53	54	JP71FB		144	676	676		ScoredNoLog	
YL2AJ	KO16OX	1845	SM4R	52	54	JO79MD		144	537	537		ScoredNoLog	
YL2AJ	KO16OX	1848	ES0FX	559	579	KO08XL	CW	1296	183	183	KO08	ScoredNoLog	
YL2AJ	KO16OX	1848	ES1TP	57	56	KO29IK		144	288	288	KO29	ScoredNoLog	
YL2AJ	KO16OX	1850	ES2Z	54	55	KO29JM		144	298	298		ScoredNoLog	
YL2AJ	KO16OX	1852	SM4GGC	559	559	JO69RK	CW	432	633	633	JO69	ScoredNoLog	
YL2AJ	KO16OX	1856	SM7ECM	559	559	JO65PU	CW	432	623	623		ScoredNoLog	
YL2AJ	KO16OX	1858	ES2MC	599	599	KO29GG	CW	144	267	267		ScoredNoLog	
YL2AJ	KO16OX	1901	ES4RM	579	559	KO49AL	CW	144	397	397	KO49	ScoredNoLog	
YL2AJ	KO16OX	1904	SP4R	55A	55A	KO13NA	CW	50	441	441	KO13	ScoredNoLog	
YL2AJ	KO16OX	1905	OH4LA	599	599	KP20LG	CW	432	380	380		ScoredNoLog	
YL2AJ	KO16OX	1908	YL3CW	55A	55A	KO36CW	CW	50	182	182	KO36	ScoredNoLog	
YL2AJ	KO16OX	1910	LY2R	599	599	KO15VS	CW	1296	140	140	KO15		
YL2AJ	KO16OX	1911	SK1BL	55	56	JO97HK		432	281	281	JO97	ScoredNoLog	
YL2AJ	KO16OX	1912	ES1ATE	57	55	KO29JK	SSB	144	289	289		ScoredNoLog	
YL2AJ	KO16OX	1917	SK4EA	559	559	JO79OO	CW	144	551	551		ScoredNoLog	
YL2AJ	KO16OX	1918	SM4GGC	55A	55A	JO69RK	CW	50	633	633	JO69	ScoredNoLog	
YL2AJ	KO16OX	1919	SK4EA	559	559	JO79OO	CW	432	551	551	JO79	ScoredNoLog	
YL2AJ	KO16OX	1922	OZ6TY	579	579	JO55XE	CW	144	725	725	JO55	ScoredNoLog	
YL2AJ	KO16OX	1922	SM3LBN	54	55	JP80IO		432	550	550	JP80	ScoredNoLog	
YL2AJ	KO16OX	1927	SM7SPG	55	56	JO66MD		144	630	630		ScoredNoLog	
YL2AJ	KO16OX	1929	LY2R	599	599	KO15VS	CW	432	140	140			
YL2AJ	KO16OX	1930	SM7HGY	53	52	JO86DR		144	422	422	JO86	ScoredNoLog	
YL2AJ	KO16OX	1930	YL2FZ	559	559	KO37QI	CW	50	255	255			
YL2AJ	KO16OX	1935	LY1CR	58	54	KO15CL		144	178	178		ScoredNoLog	
YL2AJ	KO16OX	1944	OH1ND	58	56	KP00XL		144	396	396	KP00	ScoredNoLog	
YL2AJ	KO16OX	1947	OH1F	55	55	KP01TK		144	504	504	KP01	ScoredNoLog	
YL2AJ	KO16OX	1947	SP7EXY	559	559	KO00QV	CW	1296	687	687	KO00	ScoredNoLog	
YL2AJ	KO16OX	1951	ES8PW	56	55	KO18VM		432	175	175	KO18	ScoredNoLog	
YL2AJ	KO16OX	1952	OG3Z	55	55	KP11MK		144	496	496	KP11	ScoredNoLog	
YL2AJ	KO16OX	1953	OH1RI	56	59	KP10HQ		144	414	414	KP10	ScoredNoLog	
YL2AJ	KO16OX	1955	SM0IJS	55	54	JO89VG		144	408	408		ScoredNoLog	
YL2AJ	KO16OX	1955	SP2FRY	559	559	JO83WR	CW	432	494	494	JO83	ScoredNoLog	
YL2AJ	KO16OX	1957	YL2AO	599	599	KO16DK	CW	432	83	83	KO16		
YL2AJ	KO16OX	1958	SM7DTE	599	599	JO75CN	CW	144	578	578		ScoredNoLog	
YL2AJ	KO16OX	2000	YL3ES	57	55	KO27FF		50	81	81	KO27		
YL2AJ	KO16OX	2001	SP2FRY	599	599	JO83WR	CW	144	494	494	JO83	ScoredNoLog	
YL2AJ	KO16OX	2005	SP2CNW	599	599	JO93AI	CW	144	520	520	JO93	ScoredNoLog	
YL2AJ	KO16OX	2007	YL2AO	599	599	KO16DK	CW	144	83	83	KO16		
YL2AJ	KO16OX	2008	LY1CR	599	599	KO15CL	CW	432	178	178		ScoredNoLog	
YL2AJ	KO16OX	2009	ES5NC	56	57	KO38JK		50	268	268	KO38	ScoredNoLog	
YL2AJ	KO16OX	2014	YL2II	55	56	KO26OO		432	129	129			
YL2AJ	KO16OX	2019	EU6AAX	04	05	KO35		432	0	0		NoWWL KO35UD	
YL2AJ	KO16OX	2023	SP2WPY	559	559	JO94FL	CW	432	407	407	JO94	ScoredNoLog	
YL2AJ	KO16OX	2026	OH3NE	53	53	KP11UL		144	502	502		ScoredNoLog	
YL2AJ	KO16OX	2033	SM7DTE	559	559	JO75CN		432	578	578	JO75	ScoredNoLog	
YL2AJ	KO16OX	2034	ES8PW	56	53	KO18VM		144	175	175	KO18	ScoredNoLog	
YL2AJ	KO16OX	2039	YL3NF	58	56	KO17QA		144	12	12	KO17	ScoredNoLog	
YL2AJ	KO16OX	2043	LY2R	599	599	KO15VS	CW	144	140	140			
YL2AJ	KO16OX	2044	R1AO	53	55	KP40TG		432	522	522	KP40	ScoredNoLog	
YL2AJ	KO16OX	2050	LY2VO	599	599	KO15PX	CW	144	112	112			
YL2AJ	KO16OX	2058	SK4AO	559	559	JP61WF	CW	144	712	712	JP61	ScoredNoLog	
YL2AO	KO16DK	1724	YL2FZ	57	54	KO37QI		144	326	326	KO37		
YL2AO	KO16DK	1729	YL3ANT	56	56	KO36PM		144	308	308	KO36		
YL2AO	KO16DK	1734	YL2II	53	54	KO26OO		144	180	180	KO26		
YL2AO	KO16DK	1736	SK1BL	599	579	JO97HK	CW	432	249	249	JO97	ScoredNoLog	
YL2AO	KO16DK	1736	YL3ANJ	54	55	KO36QU		144	315	315			
YL2AO	KO16DK	1738	LY2R	599	599	KO15VS	CW	432	119	119	KO15		
YL2AO	KO16DK	1739	SQ2RAD	59	59	JO94GM	SSB	144	319	319	JO94	ScoredNoLog	
YL2AO	KO16DK	1740	LY2R	599	599	KO15VS	CW	144	119	119	KO15		
YL2AO	KO16DK	1742	DG1BHA	57	58	JO73CE		144	631	631	JO73	ScoredNoLog	
YL2AO	KO16DK	1746	YL3EK	53	53	KO27FF		432	159	159	KO27		
YL2AO	KO16DK	1748	SM7PYJ	53	54	JO76TE		432	412	412	JO76	ScoredNoLog	
YL2AO	KO16DK	1758	LY1CR	599	599	KO15CL	CW	144	107	107		ScoredNoLog	
YL2AO	KO16DK	1803	OZ6TY	559	559	JO55XE	CW	144	660	660	JO55	ScoredNoLog	
YL2AO	KO16DK	1804	SM7EYW	559	559	JO65NK	CW	144	582	582	JO65	ScoredNoLog	
YL2AO	KO16DK	1808	SK0CT	559	559	JO99BM	CW	432	422	422	JO99	ScoredNoLog	
YL2AO	KO16DK	1812	LY2CH	599	599	KO15OV	CW	144	83	83		ScoredNoLog	
YL2AO	KO16DK	1812	LY2WR	599	599	KO24FO	CW	144	246	246	KO24	ScoredNoLog	
YL2AO	KO16DK	1812	LY4AA	599	599	KO14WW	CW	432	195	195	KO14	ScoredNoLog	
YL2AO	KO16DK	1813	LY2BBF	599	599	KO24PR	CW	144	268	268			
YL2AO	KO16DK	1816	LY1CR	599	599	KO15CL	CW	432	107	107		ScoredNoLog	
YL2AO	KO16DK	1819	SM7PYJ	55	57	JO76TE		144	412	412	JO76	ScoredNoLog	
YL2AO	KO16DK	1820	SM4GGC	559	559	JO69RK	CW	432	619	619	JO69	ScoredNoLog	
YL2AO	KO16DK	1821	SK7CY	59	59	JO65RJ	SSB	144	563	563		ScoredNoLog	
YL2AO	KO16DK	1826	SK0EN	579	579	JO99JX	CW	144	444	444	JO99	ScoredNoLog	
YL2AO	KO16DK	1828	SK0CT	559	559	JO99BM	CW	144	422	422		ScoredNoLog	
YL2AO	KO16DK	1829	ES8PW	59	57	KO18VM		432	249	249	KO18	ScoredNoLog	
YL2AO	KO16DK	1830	YL3ANT	53	57	KO36PM		432	308	308	KO36		
YL2AO	KO16DK	1831	YL2QV	54	56	KO26WM		144	221	221			
YL2AO	KO16DK	1832	SK1BL	58	56	JO97HK		144	249	249	JO97	ScoredNoLog	
YL2AO	KO16DK	1833	YL3ES	58	56	KO27FF		432	159	159			
YL2AO	KO16DK	1834	YL3EK	55	54	KO27FF		144	159	159	KO27		
YL2AO	KO16DK	1835	LY2HS	56	58	KO25UO		432	232	232	KO25	ScoredNoLog	
YL2AO	KO16DK	1837	LY2VO	59	59	KO15PX	SSB	432	81	81			
YL2AO	KO16DK	1840	LY2VO	599	599	KO15PX	CW	144	81	81			
YL2AO	KO16DK	1846	SM4VBO	53	52	JP70NU		144	643	643	JP70	ScoredNoLog	
YL2AO	KO16DK	1846	SM7ECM	559	559	JO65PU	CW	432	561	561	JO65	ScoredNoLog	
YL2AO	KO16DK	1848	SM4TYA	55	55	JP71FB		144	684	684	JP71	ScoredNoLog	
YL2AO	KO16DK	1850	SM5CUI	57	55	JO89WW		144	468	468	JO89	ScoredNoLog	
YL2AO	KO16DK	1855	SM4R	55	55	JO79MD		144	525	525	JO79	ScoredNoLog	
YL2AO	KO16DK	1855	YL2II	57	57	KO26OO		432	180	180	KO26		
YL2AO	KO16DK	1858	SM0LQB	55	55	JO89WF		144	406	406		ScoredNoLog	
YL2AO	KO16DK	1858	SM6VTZ	559	559	JO58UJ	CW	432	670	670	JO58	ScoredNoLog	
YL2AO	KO16DK	1900	ES8PW	54	599	KO18VM		144	249	249	KO18	ScoredNoLog	
YL2AO	KO16DK	1902	OI3V	54	52	KP21FV		144	620	620	KP21	ScoredNoLog	
YL2AO	KO16DK	1903	YL3ANJ	56	57	KO36QU		432	315	315			
YL2AO	KO16DK	1904	ES2Z	53	52	KO29JM		144	374	374	KO29	ScoredNoLog	
YL2AO	KO16DK	1909	R1AO	56	55	KP40TG		144	604	604	KP40	ScoredNoLog	
YL2AO	KO16DK	1910	ES4RM	56	56	KO49AL		144	479	479	KO49	ScoredNoLog	
YL2AO	KO16DK	1910	SA0CAN	54	54	JO99CH		432	401	401		ScoredNoLog	
YL2AO	KO16DK	1910	SM0BSO	55	55	JO99BG		432	400	400		ScoredNoLog	
YL2AO	KO16DK	1911	SK4EA	579	579	JO79OO	CW	144	546	546		ScoredNoLog	
YL2AO	KO16DK	1917	SM6DHD	54	52	JO67MQ		144	576	576	JO67	ScoredNoLog	
YL2AO	KO16DK	1919	SM4OXX	56	56	JO79SH		144	511	511		ScoredNoLog	
YL2AO	KO16DK	1919	SM6BFE	53	54	JO68DQ		432	647	647	JO68	ScoredNoLog	
YL2AO	KO16DK	1920	SK6EI	54	54	JO68VK		432	555	555		ScoredNoLog	
YL2AO	KO16DK	1920	SM0BSO	56	58	JO99BG		144	400	400		ScoredNoLog	
YL2AO	KO16DK	1921	YL2QG	54	56	KO06QR		432	65	65	KO06		
YL2AO	KO16DK	1922	SA0CAN	55	54	JO99CH		144	401	401		ScoredNoLog	
YL2AO	KO16DK	1923	YL2FZ	599	599	KO37QI	CW	432	326	326	KO37		
YL2AO	KO16DK	1925	SM7SPG	57	56	JO66MD		144	572	572	JO66	ScoredNoLog	
YL2AO	KO16DK	1929	SM7KOJ	56	53	JO66ND		144	567	567		ScoredNoLog	
YL2AO	KO16DK	1931	SM7MBH	55	53	JO75EM		432	503	503	JO75	ScoredNoLog	
YL2AO	KO16DK	1937	ES2MC	57	56	KO29GG		432	342	342	KO29	ScoredNoLog	
YL2AO	KO16DK	1940	SM7MBH	58	54	JO75EM		144	503	503	JO75	ScoredNoLog	
YL2AO	KO16DK	1942	SM7VUK	54	57	JO66LI		144	575	575		ScoredNoLog	
YL2AO	KO16DK	1943	SK6EI	55	599	JO68VK		144	555	555	JO68	ScoredNoLog	
YL2AO	KO16DK	1946	OH1ND	56	56	KP00XL		144	450	450	KP00	ScoredNoLog	
YL2AO	KO16DK	1950	OH4LA	53	58	KP20LG		432	454	454	KP20	ScoredNoLog	
YL2AO	KO16DK	1953	OH4MVH	55	56	KP32PG		144	708	708	KP32	ScoredNoLog	
YL2AO	KO16DK	1956	OH1RI	55	58	KP10HQ		144	473	473	KP10	ScoredNoLog	
YL2AO	KO16DK	1956	SP2FRY	559	559	JO83WR	CW	432	412	412	JO83	ScoredNoLog	
YL2AO	KO16DK	1957	YL2AJ	599	599	KO16OX	CW	432	83	83	KO16		
YL2AO	KO16DK	2003	SM7DTE	559	559	JO75CN	CW	144	512	512		ScoredNoLog	
YL2AO	KO16DK	2006	SP2CNW	599	599	JO93AI	CW	144	438	438	JO93	ScoredNoLog	
YL2AO	KO16DK	2007	YL2AJ	599	599	KO16OX	CW	144	83	83	KO16		
YL2AO	KO16DK	2012	SP2WPY	599	599	JO94FL	CW	432	326	326	JO94	ScoredNoLog	
YL2AO	KO16DK	2016	SM6CEN	559	559	JO67AJ	CW	432	631	631	JO67	ScoredNoLog	
YL2AO	KO16DK	2019	OG3Z	57	56	KP11MK		144	558	558	KP11	ScoredNoLog	
YL2AO	KO16DK	2021	EU6AAX	14	10	KO35UD		432	368	368	KO35	ScoredNoLog	
YL2AO	KO16DK	2021	OH3NE	55	53	KP11UL		144	567	567		ScoredNoLog	
YL2AO	KO16DK	2024	ES2MC	59	59	KO29GG		144	342	342		ScoredNoLog	
YL2AO	KO16DK	2029	SP2FRY	559	559	JO83WR	CW	144	412	412	JO83	ScoredNoLog	
YL2AO	KO16DK	2031	EU6AAX	55	55	KO35UD		144	368	368	KO35	ScoredNoLog	
YL2AO	KO16DK	2031	SM0KAK	53	53	JO89XK		432	421	421	JO89	ScoredNoLog	
YL2AO	KO16DK	2032	OH0AZX	55	56	KP00IF		144	432	432		ScoredNoLog	
YL2AO	KO16DK	2032	SM7DTE	559	579	JO75CN	CW	432	512	512		ScoredNoLog	
YL2AO	KO16DK	2036	ES3MAR	55	55	KO28KX		144	322	322	KO28	ScoredNoLog	
YL2AO	KO16DK	2058	SM6GXV	53	54	JO57XJ		144	636	636	JO57	ScoredNoLog	
YL2CQ	KO17EM	1742	YL2GD	55A	55A	KO37ML	CW	50	279	279	KO37		
YL2CQ	KO17EM	1755	OH3MF	57A	57A	KP34HP	CW	50	825	825	KP34	ScoredNoLog	
YL2CQ	KO17EM	1800	SM6TOL	55A	52A	JO78BL	CW	50	498	498	JO78	ScoredNoLog	
YL2CQ	KO17EM	1803	OH3XA	56A	57A	KP34HP	CW	50	825	825		ScoredNoLog	
YL2CQ	KO17EM	1812	OH4LA	57A	59A	KP20LG	CW	50	340	340	KP20	ScoredNoLog	
YL2CQ	KO17EM	1817	SA5K	57A	55A	JP73XP	CW	50	0	0		NoWWL JO78LH	
YL2CQ	KO17EM	1821	SM4HCM	59A	59A	JP73XP	CW	50	0	0		NoWWL JP70RL	
YL2CQ	KO17EM	1824	SM4HFI	56A	56A	JP73XP	CW	50	0	0		NoWWL JP70TO	
YL2CQ	KO17EM	1828	YL2TD	59A	57A	KO26KW	CW	50	0	0		NoWWL KO26CV	
YL2CQ	KO17EM	1836	SM4GGC	56A	55A	JP73XP	CW	50	0	0		NoWWL JO69RK	
YL2CQ	KO17EM	1841	SM5CUI	57A	55A	JP73XP	CW	50	766	766	JP73	ScoredNoLog	
YL2CQ	KO17EM	1845	DL4KUG	56A	55A	JO40VS	CW	50	0	0		NoWWL JO64PB	
YL2FZ	KO37QI	1703	YL3EK	55	53	KO27FF		144	176	176	KO27		
YL2FZ	KO37QI	1706	YL3ANT	53	54	KO36PM		144	93	93	KO36		
YL2FZ	KO37QI	1708	YL2II	55	56	KO26OO		144	156	156	KO26		
YL2FZ	KO37QI	1711	YL2GD	599	599	KO37ML		144	25	25	KO37		
YL2FZ	KO37QI	1712	YL2GD	599	599	KO37ML	CW	50	25	25	KO37		
YL2FZ	KO37QI	1715	YL3ANJ	55	54	KO36QU		144	56	56			
YL2FZ	KO37QI	1719	YL2KO	599	599	KO37RI		144	5	5			
YL2FZ	KO37QI	1723	YL2AO	54	57	KO16DK		144	326	326	KO16		
YL2FZ	KO37QI	1723	YL3ANJ	599	599	KO36QU	CW	50	56	56	KO36		
YL2FZ	KO37QI	1724	OH0AZX	54	55	KP00IF		144	500	500	KP00	ScoredNoLog	
YL2FZ	KO37QI	1727	LY2HS	599	599	KO25UO	CW	432	220	220	KO25	ScoredNoLog	
YL2FZ	KO37QI	1729	YL3ANJ	599	599	KO36QU	CW	432	56	56	KO36		
YL2FZ	KO37QI	1731	YL2GD	599	599	KO37ML	CW	432	25	25	KO37		
YL2FZ	KO37QI	1735	SM5CUI	54	55	JO89WW		144	620	620	JO89	ScoredNoLog	
YL2FZ	KO37QI	1739	YL2AJ	54	54	KO16OX		144	255	255			
YL2FZ	KO37QI	1742	ES8PW	55	56	KO18VM		144	249	249	KO18	ScoredNoLog	
YL2FZ	KO37QI	1746	YL2AJ	559	559	KO16OX	CW	1296	255	255	KO16		
YL2FZ	KO37QI	1746	YL2GD	599	599	KO37ML	CW	1296	25	25	KO37		
YL2FZ	KO37QI	1747	ES4RM	53	52	KO49AL		144	240	240	KO49	ScoredNoLog	
YL2FZ	KO37QI	1748	OG3Z	54	55	KP11MK		144	516	516	KP11	ScoredNoLog	
YL2FZ	KO37QI	1750	OH3NE	53	54	KP11UL		144	504	504		ScoredNoLog	
YL2FZ	KO37QI	1753	YL3ANT	599	599	KO36PM	CW	432	93	93			
YL2FZ	KO37QI	1755	YL2KO	599	599	KO37RI	CW	432	5	5			
YL2FZ	KO37QI	1758	LY2R	599	599	KO15VS	CW	432	282	282	KO15		
YL2FZ	KO37QI	1801	LY3JE	59	59	KO26TC	CW	432	176	176	KO26		
YL2FZ	KO37QI	1803	YL3ANJ	55	53	KO36QU		1296	56	56	KO36		
YL2FZ	KO37QI	1805	LY4AA	559	559	KO14WW	CW	432	346	346	KO14	ScoredNoLog	
YL2FZ	KO37QI	1808	ES2MC	599	599	KO29GG	CW	432	270	270	KO29	ScoredNoLog	
YL2FZ	KO37QI	1809	ES7RU	599	599	KO28SI	CW	432	156	156	KO28	ScoredNoLog	
YL2FZ	KO37QI	1811	LY2BBF	599	599	KO24PR		144	320	320	KO24		
YL2FZ	KO37QI	1815	LY2R	599	559	KO15VS		1296	282	282	KO15		
YL2FZ	KO37QI	1816	SK0EN	599	599	JO99JX		144	576	576	JO99	ScoredNoLog	
YL2FZ	KO37QI	1820	LY2VO	599	599	KO15PX	CW	432	293	293			
YL2FZ	KO37QI	1821	SK0CT	57	55	JO99BM	SSB	144	590	590		ScoredNoLog	
YL2FZ	KO37QI	1824	OH0A	57	57	KP00AF	SSB	144	530	530		ScoredNoLog	
YL2FZ	KO37QI	1825	YL2KO	599	599	KO37RI		1296	5	5			
YL2FZ	KO37QI	1830	UA1ASA	59	59	KO48GH	SSB	144	127	127	KO48	ScoredNoLog	
YL2FZ	KO37QI	1830	YL3GEA	59	59	KO37QM	SSB	144	19	19			
YL2FZ	KO37QI	1831	YL2AJ	599	599	KO16OX	CW	432	255	255	KO16		
YL2FZ	KO37QI	1834	SK1BL	56	55	JO97HK		144	525	525	JO97	ScoredNoLog	
YL2FZ	KO37QI	1836	YL2QV	55	54	KO26WM		144	130	130			
YL2FZ	KO37QI	1839	LY3JE	59	59	KO26TC		1296	176	176	KO26	ScoredNoLog	
YL2FZ	KO37QI	1840	YL2TD	55A	59A	KO26CV	CW	50	198	198	KO26	ScoredNoLog	
YL2FZ	KO37QI	1842	R1AO	55	54	KP40TG		144	350	350	KP40	ScoredNoLog	
YL2FZ	KO37QI	1847	OH1F	54	55	KP01TK		144	559	559	KP01	ScoredNoLog	
YL2FZ	KO37QI	1859	ES3MAR	55	57	KO28KX		144	233	233	KO28	ScoredNoLog	
YL2FZ	KO37QI	1905	ES6RMR	56	58	KO27XX		144	110	110		ScoredNoLog	
YL2FZ	KO37QI	1919	R1DM	55	57	KO49XQ		144	300	300		ScoredNoLog	
YL2FZ	KO37QI	1921	R1CAM	53	54	KO49TV		144	312	312		ScoredNoLog	
YL2FZ	KO37QI	1924	YL2AO	599	599	KO16DK		432	326	326			
YL2FZ	KO37QI	1929	LY2WR	14	11	KO24FO		144	356	356		ScoredNoLog	
YL2FZ	KO37QI	1930	YL2AJ	559	559	KO16OX	CW	50	255	255	KO16		
YL2FZ	KO37QI	1936	YL3CW	59A	59A	KO36CM	CW	50	117	117		ScoredNoLog	
YL2FZ	KO37QI	1944	ES3RF	55A	55A	KO29IF	CW	50	261	261	KO29	ScoredNoLog	
YL2GD	KO37ML	1701	YL3ANT	56	56	KO36PM	RTTY	144	108	108	KO36		
YL2GD	KO37ML	1703	YL3EK	57	56	KO27FF	RTTY	432	158	158	KO27		
YL2GD	KO37ML	1704	YL3ANT	53	58	KO36PM	RTTY	432	0	0		NoInLog	
YL2GD	KO37ML	1705	SM7UKH	54	55	JO77IP	RTTY	144	735	735	JO77	ScoredNoLog	
YL2GD	KO37ML	1706	YL3EK	55	58	KO27FF	RTTY	144	158	158	KO27		
YL2GD	KO37ML	1706	YL3ES	56	53	KO27FF	RTTY	432	158	158			
YL2GD	KO37ML	1708	OH4LA	59A	57A	KP20LG	CW	50	333	333	KP20	ScoredNoLog	
YL2GD	KO37ML	1708	YL2KO	599	599	KO37RI	CW	144	29	29	KO37		
YL2GD	KO37ML	1711	YL2FZ	599	599	KO37QI	CW	144	25	25			
YL2GD	KO37ML	1712	YL2FZ	599	599	KO37QI	CW	50	25	25	KO37		
YL2GD	KO37ML	1713	ES3MAR	599	599	KO28KX	CW	50	210	210	KO28	ScoredNoLog	
YL2GD	KO37ML	1713	YL2KO	599	599	KO37RI	CW	432	29	29	KO37		
YL2GD	KO37ML	1714	ES2JL	599	599	KO29LL	CW	50	254	254	KO29	ScoredNoLog	
YL2GD	KO37ML	1717	SM5AXY	57A	57A	JO79LG	CW	50	732	732	JO79	ScoredNoLog	
YL2GD	KO37ML	1718	OH1RI	57A	57A	KP10HQ	CW	50	437	437	KP10	ScoredNoLog	
YL2GD	KO37ML	1719	YL3ANJ	599	599	KO36QU	CW	50	73	73	KO36		
YL2GD	KO37ML	1719	YL3GEA	59	59	KO37QM	SSB	144	21	21			
YL2GD	KO37ML	1720	LY2R	599	599	KO15VS	CW	432	275	275	KO15		
YL2GD	KO37ML	1720	OH6UW	55A	55A	KP22WI	CW	50	546	546	KP22	ScoredNoLog	
YL2GD	KO37ML	1721	OH3MF	55A	55A	KP20FR	CW	50	391	391		ScoredNoLog	
YL2GD	KO37ML	1721	YL2AJ	599	599	KO16OX	CW	432	238	238	KO16		
YL2GD	KO37ML	1723	LY2HS	599	599	KO25UO	CW	432	224	224	KO25	ScoredNoLog	
YL2GD	KO37ML	1724	SM4HFI	59A	55A	JP70TO	CW	50	739	739	JP70	ScoredNoLog	
YL2GD	KO37ML	1724	YL3ANJ	599	599	KO36QU	CW	432	73	73	KO36		
YL2GD	KO37ML	1725	OH0AZX	56	56	KP00IF	RTTY	144	476	476	KP00	ScoredNoLog	
YL2GD	KO37ML	1726	ES2JL	599	599	KO29LL	CW	432	254	254	KO29	ScoredNoLog	
YL2GD	KO37ML	1727	OH7HXH	55A	599	KP53HG	CW	50	674	674	KP53	ScoredNoLog	
YL2GD	KO37ML	1728	OH6P	55A	57A	KP22AN	CW	50	590	590		ScoredNoLog	
YL2GD	KO37ML	1730	OH1BS	57A	57A	KP10AL	CW	50	440	440		ScoredNoLog	
YL2GD	KO37ML	1730	SM4GRP	55A	55A	JO69HF	CW	50	862	862	JO69	ScoredNoLog	
YL2GD	KO37ML	1730	YL2FZ	599	599	KO37QI	CW	432	25	25			
YL2GD	KO37ML	1731	SM0EZZ	54	53	JO89XG	RTTY	144	566	566	JO89	ScoredNoLog	
YL2GD	KO37ML	1732	OH6VV	57A	57A	KP22WG	CW	50	537	537		ScoredNoLog	
YL2GD	KO37ML	1733	SM5CUI	55	55	JO89WW	RTTY	144	596	596		ScoredNoLog	
YL2GD	KO37ML	1733	SM5CUI	57A	55A	JO89WW	CW	50	596	596	JO89	ScoredNoLog	
YL2GD	KO37ML	1734	ES4RM	599	599	KO49AL	CW	432	230	230	KO49	ScoredNoLog	
YL2GD	KO37ML	1734	OH3XA	57A	57A	KP21GA	CW	50	419	419	KP21	ScoredNoLog	
YL2GD	KO37ML	1734	YL2AJ	599	599	KO16OX	CW	50	238	238	KO16		
YL2GD	KO37ML	1736	OH6PA	57A	57A	KP02PL	CW	50	641	641	KP02	ScoredNoLog	
YL2GD	KO37ML	1737	ES2DF	57A	57A	KO29GG	CW	50	247	247		ScoredNoLog	
YL2GD	KO37ML	1737	YL3GEA	59	59	KO37QM	SSB	432	21	21			
YL2GD	KO37ML	1738	OH6ZZ	57A	55A	KP12KS	CW	50	632	632	KP12	ScoredNoLog	
YL2GD	KO37ML	1740	LY4AA	599	599	KO14WW	CW	432	344	344	KO14	ScoredNoLog	
YL2GD	KO37ML	1742	LY3JE	59	59	KO26TC	SSB	144	176	176	KO26		
YL2GD	KO37ML	1742	OH6DX	55A	55A	KP32EQ	CW	50	581	581	KP32	ScoredNoLog	
YL2GD	KO37ML	1743	YL2AJ	599	599	KO16OX	CW	1296	238	238	KO16		
YL2GD	KO37ML	1743	YL2CQ	55A	55A	KO17EM	CW	50	279	279	KO17		
YL2GD	KO37ML	1745	YL2FZ	599	599	KO37QI	CW	1296	25	25	KO37		
YL2GD	KO37ML	1749	LY3JE	59	59	KO26TC	SSB	432	176	176	KO26		
YL2GD	KO37ML	1749	OH8MGK	57A	59A	KP23PQ	CW	50	697	697	KP23	ScoredNoLog	
YL2GD	KO37ML	1752	ES0IA	59	59	KO18KT	SSB	50	286	286	KO18	ScoredNoLog	
