Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2GD	KO37ML	1754	LY2VO	599	599	KO15PX	CW	144	284	284	KO15		
YL2GD	KO37ML	1754	OH3BCX	59	56	KP20XW	SSB	50	390	390		ScoredNoLog	
YL2GD	KO37ML	1756	OH6MSZ	59	59	KP22VG	SSB	50	538	538		ScoredNoLog	
YL2GD	KO37ML	1757	ES1ATE	59	59	KO29JK	SSB	50	255	255		ScoredNoLog	
YL2GD	KO37ML	1757	LY2WR	599	599	KO24FO	CW	144	358	358	KO24	ScoredNoLog	
YL2GD	KO37ML	1758	SK0CT	599	559	JO99BM	CW	432	566	566	JO99	ScoredNoLog	
YL2GD	KO37ML	1758	SM4GGC	57	56	JO69RK	SSB	50	818	818		ScoredNoLog	
YL2GD	KO37ML	1758	YL3ANJ	599	599	KO36QU	CW	144	73	73			
YL2GD	KO37ML	1800	LY4AA	559	599	KO14WW	CW	144	344	344	KO14	ScoredNoLog	
YL2GD	KO37ML	1800	OH1UH	59	59	KP11OS	SSB	50	524	524	KP11	ScoredNoLog	
YL2GD	KO37ML	1802	OH6UK	55A	55A	KP03UC	CW	50	691	691	KP03	ScoredNoLog	
YL2GD	KO37ML	1802	YL2AJ	599	599	KO16OX	CW	144	238	238	KO16		
YL2GD	KO37ML	1803	SK1BL	599	579	JO97HK	CW	432	504	504	JO97	ScoredNoLog	
YL2GD	KO37ML	1806	ES1ATE	59	59	KO29JK	SSB	432	255	255		ScoredNoLog	
YL2GD	KO37ML	1806	OH2FQV	59	59	KP20MF	SSB	432	327	327	KP20	ScoredNoLog	
YL2GD	KO37ML	1807	OH3TR	59	59	KP11VK	SSB	432	477	477	KP11	ScoredNoLog	
YL2GD	KO37ML	1807	SK0EN	559	559	JO99JX	CW	1296	551	551	JO99	ScoredNoLog	
YL2GD	KO37ML	1807	SK6EI	57A	55A	JO68VK	CW	50	788	788	JO68	ScoredNoLog	
YL2GD	KO37ML	1808	SM4HCM	57A	55A	JP70RL	CW	50	742	742		ScoredNoLog	
YL2GD	KO37ML	1812	OH3DP	579	579	KP10TT	CW	432	419	419	KP10	ScoredNoLog	
YL2GD	KO37ML	1813	ES2MC	599	599	KO29GG	CW	432	247	247		ScoredNoLog	
YL2GD	KO37ML	1814	SM0KAK	57A	55A	JO89XK	CW	50	571	571		ScoredNoLog	
YL2GD	KO37ML	1815	SK0EN	599	599	JO99JX	CW	144	551	551	JO99	ScoredNoLog	
YL2GD	KO37ML	1815	YL2II	599	599	KO26OO	CW	50	148	148	KO26		
YL2GD	KO37ML	1815	YL3ANT	599	599	KO36PM	CW	432	108	108			
YL2GD	KO37ML	1816	ES2MC	59	59	KO29GG	SSB	144	247	247	KO29	ScoredNoLog	
YL2GD	KO37ML	1816	LY2VO	599	599	KO15PX	CW	432	284	284			
YL2GD	KO37ML	1817	SM7ATL	55A	55A	JO86EQ	CW	50	650	650	JO86	ScoredNoLog	
YL2GD	KO37ML	1818	OH2AXH	559	559	KP20OK	CW	1296	346	346	KP20	ScoredNoLog	
YL2GD	KO37ML	1821	OH2MFE	57	57	KP20JE	SSB	144	328	328	KP20	ScoredNoLog	
YL2GD	KO37ML	1822	ES2PRM	59	59	KO29GG	SSB	144	247	247		ScoredNoLog	
YL2GD	KO37ML	1823	OH2JIU	57	59	KP20US	SSB	144	374	374		ScoredNoLog	
YL2GD	KO37ML	1825	ES2JL	559	559	KO29LL	CW	1296	254	254	KO29	ScoredNoLog	
YL2GD	KO37ML	1826	LY2BDA	559	559	KO24MQ	CW	432	335	335	KO24	ScoredNoLog	
YL2GD	KO37ML	1827	SA5K	57A	55A	JO78AH	CW	50	0	0		NoWWL JO78LH	
YL2GD	KO37ML	1829	ES2DF	559	599	KO29GG	CW	1296	247	247		ScoredNoLog	
YL2GD	KO37ML	1830	LY3JE	59	59	KO26TC	SSB	1296	176	176	KO26	ScoredNoLog	
YL2GD	KO37ML	1830	SK6EI	599	559	JO68VK	CW	144	788	788	JO68	ScoredNoLog	
YL2GD	KO37ML	1832	ES3RF	57A	57A	KO29IF	CW	50	238	238		ScoredNoLog	
YL2GD	KO37ML	1832	LY2R	599	599	KO15VS	CW	1296	275	275	KO15		
YL2GD	KO37ML	1833	SM5EPO	57A	57A	JP80MC	CW	50	646	646	JP80	ScoredNoLog	
YL2GD	KO37ML	1834	SM6IQD	57A	55A	JO57VR	CW	50	908	908	JO57	ScoredNoLog	
YL2GD	KO37ML	1836	ES8PW	57	56	KO18VM	RTTY	432	224	224	KO18	ScoredNoLog	
YL2GD	KO37ML	1836	PA2M	57A	57A	JO21IP	CW	50	1570	1570	JO21	ScoredNoLog	
YL2GD	KO37ML	1838	PC0A	57A	55A	JO32JE	CW	50	1418	1418	JO32	ScoredNoLog	
YL2GD	KO37ML	1839	DK7QX	55A	55A	JO42KH	CW	50	1291	1291	JO42	ScoredNoLog	
YL2GD	KO37ML	1839	ES0FX	559	579	KO08XL	CW	1296	320	320	KO08	ScoredNoLog	
YL2GD	KO37ML	1842	GM4CXM	55A	55A	IO75TW	CW	50	1908	1908	IO75	ScoredNoLog	
YL2GD	KO37ML	1842	OH3NE	54	55	KP11UL	RTTY	432	483	483		ScoredNoLog	
YL2GD	KO37ML	1843	DL9UO	57A	57A	JO62SO	CW	50	1015	1015	JO62	ScoredNoLog	
YL2GD	KO37ML	1845	PA5WT	55A	561	JO22HG	CW	50	1538	1538	JO22	ScoredNoLog	
YL2GD	KO37ML	1846	SM5DWF	57A	57A	JO88HE	CW	50	622	622	JO88	ScoredNoLog	
YL2GD	KO37ML	1848	YL2QG	57A	55A	KO06QR	CW	50	353	353	KO06		
YL2GD	KO37ML	1851	SM7KOJ	57A	59A	JO66ND	CW	50	859	859	JO66	ScoredNoLog	
YL2GD	KO37ML	1852	SN1I	57A	57A	JO84CE	CW	50	768	768	JO84	ScoredNoLog	
YL2GD	KO37ML	1857	SM4GGC	559	559	JO69RK	CW	432	818	818	JO69	ScoredNoLog	
YL2GD	KO37ML	1859	OK1FZM	55A	55A	JN79KL	CW	50	1197	1197	JN79	ScoredNoLog	
YL2GD	KO37ML	1900	G4LPP	55A	55A	JO02SS	CW	50	1693	1693	JO02	ScoredNoLog	
YL2GD	KO37ML	1901	OH4LA	599	599	KP20LG	CW	432	333	333		ScoredNoLog	
YL2GD	KO37ML	1902	G3TBK/P	55A	55A	IO93RA	CW	50	1804	1804	IO93	ScoredNoLog	
YL2GD	KO37ML	1903	ES1OX	599	579	KO29HI	CW	432	252	252		ScoredNoLog	
YL2GD	KO37ML	1906	SP4R	57A	59A	KO13NA	CW	50	555	555	KO13	ScoredNoLog	
YL2GD	KO37ML	1910	PA2J	55A	55A	JO21JO	CW	50	1568	1568		ScoredNoLog	
YL2GD	KO37ML	1910	SK6EI	55	54	JO68VK	RTTY	432	788	788	JO68	ScoredNoLog	
YL2GD	KO37ML	1911	DL8YE	57A	55A	JO32TC	CW	50	1375	1375		ScoredNoLog	
YL2GD	KO37ML	1913	YL2II	54	55	KO26OO	RTTY	432	148	148			
YL2GD	KO37ML	1919	OZ7KJ	57A	55A	JO46ML	CW	50	1094	1094	JO46	ScoredNoLog	
YL2GD	KO37ML	1923	DL4KUG	57A	55A	JO64PB	CW	50	939	939	JO64	ScoredNoLog	
YL2GD	KO37ML	1924	SP2FRY	559	559	JO83WR	CW	432	711	711	JO83	ScoredNoLog	
YL2GD	KO37ML	1926	SM4IED	57A	55A	JP71EB	CW	50	821	821	JP71	ScoredNoLog	
YL2GD	KO37ML	1927	OH0AZX	57	56	KP00IF	RTTY	432	476	476	KP00	ScoredNoLog	
YL2GD	KO37ML	1928	SM5KQS	55A	55A	JO88IT	CW	50	624	624		ScoredNoLog	
YL2GD	KO37ML	1936	SM3LBN	54	53	JP80IO	RTTY	432	685	685	JP80	ScoredNoLog	
YL2GD	KO37ML	1936	YL3CW	59A	59A	KO36CM	CW	50	118	118		ScoredNoLog	
YL2GD	KO37ML	1951	SM4DXO	53	53	JP71SB	RTTY	432	764	764	JP71	ScoredNoLog	
YL2GD	KO37ML	1954	SM0EZZ	53	54	JO89XG	RTTY	432	566	566	JO89	ScoredNoLog	
YL2GD	KO37ML	2002	OH6UW	57	54	KP22WI	RTTY	432	546	546	KP22	ScoredNoLog	
YL2GD	KO37ML	2011	SP2WPY	559	559	JO94FL	CW	432	629	629	JO94	ScoredNoLog	
YL2GD	KO37ML	2036	SA0CAN	55	53	JO99CH	RTTY	432	554	554		ScoredNoLog	
YL2GD	KO37ML	2059	OH4MVH	55	55	KP32PG	RTTY	432	534	534	KP32	ScoredNoLog	
YL2II	KO26OO	1704	YL3EK	54	59	KO27FF		144	84	84	KO27		
YL2II	KO26OO	1706	OH3NE	54	53	KP11UL		144	549	549	KP11	ScoredNoLog	
YL2II	KO26OO	1709	YL2FZ	56	55	KO37QI		144	156	156	KO37		
YL2II	KO26OO	1713	EU6AAX	07	09	KO35		144	0	0		NoWWL KO35UD	
YL2II	KO26OO	1714	YL2CI	55	53	KO06TR		50	220	220	KO06	ScoredNoLog	
YL2II	KO26OO	1716	YL3OI	57	59	KO26MO		50	11	11	KO26		
YL2II	KO26OO	1718	YL2AJ	56	54	KO16OX		50	129	129	KO16		
YL2II	KO26OO	1719	YL2LU	03	05	KO26		144	0	0		BadCall	
YL2II	KO26OO	1725	YL3ND	55	55	KO17JM		50	179	179	KO17		
YL2II	KO26OO	1734	YL2AO	54	53	KO16DK		144	180	180	KO16		
YL2II	KO26OO	1738	ES5NC	57	58	KO38JK		50	225	225	KO38	ScoredNoLog	
YL2II	KO26OO	1739	YL3ANT	57	58	KO36PM		144	128	128	KO36		
YL2II	KO26OO	1742	YL3ES	54	52	KO27FF		50	84	84	KO27		
YL2II	KO26OO	1749	LY3JE	59	59	KO26TC	SSB	144	62	62	KO26		
YL2II	KO26OO	1759	OG5O	53	52	KP20MJ		50	422	422	KP20	ScoredNoLog	
YL2II	KO26OO	1801	YL2QV	56	55	KO26WM		144	42	42			
YL2II	KO26OO	1804	YL3CW	599	599	KO36CM	CW	50	62	62	KO36	ScoredNoLog	
YL2II	KO26OO	1814	SM4HCM	57A	57A	JP70RL	CW	50	711	711	JP70	ScoredNoLog	
YL2II	KO26OO	1816	YL2GD	599	599	KO37ML	CW	50	148	148	KO37		
YL2II	KO26OO	1820	OH3BCX	55A	55A	KP20XW	CW	50	484	484		ScoredNoLog	
YL2II	KO26OO	1822	OH0A	57A	57A	KP00AF	SSB	50	503	503	KP00	ScoredNoLog	
YL2II	KO26OO	1827	SM6JNO	55A	55A	JO67GG	SSB	50	771	771	JO67	ScoredNoLog	
YL2II	KO26OO	1835	YL2TD	55A	55A	KO26OV	CW	50	0	0		NoWWL KO26CV	
YL2II	KO26OO	1838	SM5KQS	57A	57A	JO88IT	CW	50	561	561	JO88	ScoredNoLog	
YL2II	KO26OO	1844	YL3ES	56	53	KO27FF		432	84	84	KO27		
YL2II	KO26OO	1846	LY2HS	57	57	KO25UO		432	116	116	KO25	ScoredNoLog	
YL2II	KO26OO	1848	DL4KUG	55A	57A	JO64PB	CW	50	804	804	JO64	ScoredNoLog	
YL2II	KO26OO	1850	ES8PW	57	57	KO18VM		432	230	230	KO18	ScoredNoLog	
YL2II	KO26OO	1855	YL2AO	57	57	KO16DK		432	180	180	KO16		
YL2II	KO26OO	1857	SM7ATL	55A	55A	JO86OO	CW	50	490	490	JO86	ScoredNoLog	
YL2II	KO26OO	1903	SP4R	59A	59A	KO13NA	CW	50	421	421	KO13	ScoredNoLog	
YL2II	KO26OO	1907	LY4AA	54	55	KO14WW		432	204	204	KO14	ScoredNoLog	
YL2II	KO26OO	1914	YL2GD	55	54	KO37ML		432	148	148	KO37		
YL2II	KO26OO	1915	OG5O	55A	55A	KP20MJ		50	0	0		Dupe 17:59	
YL2II	KO26OO	1920	YL3ANJ	55	54	KO36QU		50	136	136			
YL2II	KO26OO	1934	SM4HFI	55A	53A	JP70TO	CW	50	711	711		ScoredNoLog	
YL2II	KO26OO	1939	SM4GGC	57A	55A	JO69RK	CW	50	759	759	JO69	ScoredNoLog	
YL2II	KO26OO	1950	YL3EK	55	54	KO27FF		432	84	84			
YL2II	KO26OO	2002	ES2MC	57	57	KO29GG		432	300	300	KO29	ScoredNoLog	
YL2II	KO26OO	2004	YL3ANJ	599	599	KO36QU		432	0	0		NoInLog	
YL2II	KO26OO	2007	LY2BBF	55	54	KO24PR		144	209	209	KO24		
YL2II	KO26OO	2013	YL2AJ	56	55	KO16OX		432	129	129			
YL2II	KO26OO	2020	R1DM	54	53	KO49XQ		144	442	442	KO49	ScoredNoLog	
YL2II	KO26OO	2038	ES8PW	57	54	KO18VM		144	230	230	KO18	ScoredNoLog	
YL2KO	KO37RI	1707	YL2GD	599	599	KO37ML	CW	144	29	29	KO37		
YL2KO	KO37RI	1713	YL2GD	599	599	KO37ML	CW	432	29	29	KO37		
YL2KO	KO37RI	1714	YL2AJ	59	59	KO16OX	SSB	144	260	260	KO16		
YL2KO	KO37RI	1714	YL3GEA	59	59	KO37QM	SSB	144	20	20			
YL2KO	KO37RI	1716	LY2HS	599	599	KO25UO	CW	432	223	223	KO25	ScoredNoLog	
YL2KO	KO37RI	1719	YL2FZ	599	599	KO37QI	CW	144	5	5			
YL2KO	KO37RI	1755	YL2FZ	599	599	KO37QI	CW	432	5	5			
YL2KO	KO37RI	1756	LY2VO	599	599	KO15PX	CW	432	297	297	KO15		
YL2KO	KO37RI	1759	LY2R	599	599	KO15VS	CW	432	286	286			
YL2KO	KO37RI	1802	LY3JE	59	59	KO26TC	SSB	432	179	179	KO26		
YL2KO	KO37RI	1802	YL3GEA	59	59	KO37QM	SSB	432	20	20			
YL2KO	KO37RI	1803	YL3ANT	59	59	KO36PM	SSB	432	94	94	KO36		
YL2KO	KO37RI	1825	YL2FZ	599	599	KO37QI	CW	1296	5	5	KO37		
YL2KO	KO37RI	1900	ES7RU	599	599	KO28SI	CW	432	159	159	KO28	ScoredNoLog	
YL2QG	KO06QR	1703	YL2CI	59	58	KO06TR		50	16	16	KO06	ScoredNoLog	
YL2QG	KO06QR	1705	YL2AJ	54	53	KO16OX		50	115	115	KO16		
YL2QG	KO06QR	1712	YL3OI	52	52	KO26MO		50	225	225	KO26		
YL2QG	KO06QR	1824	SM4HCM	59A	59A	JP70RL	CW	50	540	540	JP70	ScoredNoLog	
YL2QG	KO06QR	1841	SM0BSO	55A	55A	JO99BG	CW	50	342	342	JO99	ScoredNoLog	
YL2QG	KO06QR	1849	YL2GD	55A	57A	KO37ML	CW	50	353	353	KO37		
YL2QG	KO06QR	1859	SP4R	55A	55A	KO13NA	CW	50	428	428	KO13	ScoredNoLog	
YL2QG	KO06QR	1921	YL2AO	56	54	KO16DK		432	65	65	KO16		
YL2QG	KO06QR	1940	ES0Z	53	54	KO18KT		50	249	249	KO18	ScoredNoLog	
YL2QG	KO06QR	1943	YL3ND	53	54	KO17JM		50	0	0		NoRst 56	
YL2QG	KO06QR	1952	LY1CR	54	53	KO15CL		432	149	149	KO15	ScoredNoLog	
YL2QG	KO06QR	2001	YL3ES	53	53	KO27FF		50	195	195	KO27		
YL2QG	KO06QR	2014	ES5NC	54	53	KO38JK		50	375	375	KO38	ScoredNoLog	
YL2QV	KO26WM	1745	YL3EK	56	57	KO27FF		144	117	117	KO27		
YL2QV	KO26WM	1747	YL3ANT	54	55	KO36PM		144	87	87	KO36		
YL2QV	KO26WM	1752	YL3ANJ	52	55	KO36QU		144	99	99			
YL2QV	KO26WM	1801	YL2II	55	56	KO26OO		144	42	42	KO26		
YL2QV	KO26WM	1819	ES6RMR	54	56	KO27XX		144	163	163		ScoredNoLog	
YL2QV	KO26WM	1831	YL2AO	56	54	KO16DK		144	221	221	KO16		
YL2QV	KO26WM	1833	YL2AJ	55	57	KO16OX		144	171	171			
YL2QV	KO26WM	1834	SM4R	56	54	JO79MD		144	704	704	JO79	ScoredNoLog	
YL2QV	KO26WM	1835	SK1BL	55	57	JO97HK		144	451	451	JO97	ScoredNoLog	
YL2QV	KO26WM	1836	YL2FZ	54	55	KO37QI		144	130	130	KO37		
YL2QV	KO26WM	1838	SE5Z	56	53	JO89VR		144	594	594	JO89	ScoredNoLog	
YL2QV	KO26WM	1849	ES4RM	54	53	KO49AL		144	353	353	KO49	ScoredNoLog	
YL2QV	KO26WM	1928	OH5EIL	55	55	KP41BA		144	517	517	KP41	ScoredNoLog	
YL2QV	KO26WM	1930	LY1CR	55	53	KO15CL		144	256	256	KO15	ScoredNoLog	
YL2QV	KO26WM	1936	SM7HGY	54	53	JO86DR		144	587	587	JO86	ScoredNoLog	
YL2QV	KO26WM	1949	LY2R	599	599	KO15VH		144	0	0		NoWWL KO15VS	
YL2QV	KO26WM	2038	EU6AAX	53	54	KO35UD		144	192	192	KO35	ScoredNoLog	
YL2QV	KO26WM	2042	SK6EI	55	53	JO68VK		144	752	752	JO68	ScoredNoLog	
YL2QV	KO26WM	2044	ES2MC	55	55	KO29GG		144	316	316	KO29	ScoredNoLog	
YL2QV	KO26WM	2045	OH4LA	56	54	KP20LG		144	421	421	KP20	ScoredNoLog	
YL2QV	KO26WM	2051	OG1W	55	55	KP10HT		144	513	513	KP10	ScoredNoLog	
YL3ANJ	KO36QU	1705	YL3ANT	56	56	KO36PM		1296	38	38	KO36		
YL3ANJ	KO36QU	1707	EU6AAX	06	02	KO35DO		144	0	0		NoWWL KO35UD	
YL3ANJ	KO36QU	1707	YL3EK	55	54	KO27FF		432	182	182	KO27		
YL3ANJ	KO36QU	1708	YL3ANT	59	58	KO36PM		144	38	38	KO36		
YL3ANJ	KO36QU	1710	YL3ANT	56	57	KO36PM		432	38	38	KO36		
YL3ANJ	KO36QU	1711	R1DM	53	56	KO49XQ		144	350	350	KO49	ScoredNoLog	
YL3ANJ	KO36QU	1714	YL2AJ	58	56	KO16OX		432	254	254	KO16		
YL3ANJ	KO36QU	1715	YL2FZ	54	55	KO37QI		144	56	56	KO37		
YL3ANJ	KO36QU	1720	YL2GD	599	599	KO37ML	CW	50	73	73	KO37		
YL3ANJ	KO36QU	1723	YL2FZ	599	599	KO37QI	CW	50	56	56			
YL3ANJ	KO36QU	1725	OH3DP	54	53	KP10TT		144	491	491	KP10	ScoredNoLog	
YL3ANJ	KO36QU	1726	YL2GD	599	599	KO37ML	CW	432	73	73	KO37		
YL3ANJ	KO36QU	1727	OH3NE	58	57	KP11UL		144	555	555	KP11	ScoredNoLog	
YL3ANJ	KO36QU	1730	YL2FZ	599	599	KO37QI	CW	432	56	56			
YL3ANJ	KO36QU	1736	LY2HS	599	599	KO25UO	CW	432	174	174	KO25	ScoredNoLog	
YL3ANJ	KO36QU	1736	YL2AO	55	54	KO16DK		144	315	315	KO16		
YL3ANJ	KO36QU	1751	ES8PW	56	55	KO18VM		432	283	283	KO18	ScoredNoLog	
YL3ANJ	KO36QU	1752	OH4LA	57	53	KP20LG		432	405	405	KP20	ScoredNoLog	
YL3ANJ	KO36QU	1753	YL2QV	55	52	KO26WM		144	99	99	KO26		
YL3ANJ	KO36QU	1756	ES2JL	54	53	KO29LL		432	325	325	KO29	ScoredNoLog	
YL3ANJ	KO36QU	1759	YL2GD	599	599	KO37ML	CW	144	73	73			
YL3ANJ	KO36QU	1803	YL2FZ	53	55	KO37QI		1296	56	56	KO37		
YL3ANJ	KO36QU	1815	ES7RU	599	599	KO29TA	CW	432	0	0		NoWWL KO28SI	
YL3ANJ	KO36QU	1901	ES6RMR	53	54	KO27XX		144	152	152	KO27	ScoredNoLog	
YL3ANJ	KO36QU	1902	YL2AO	57	56	KO16DK		432	315	315			
YL3ANJ	KO36QU	1904	LY1CR	56	54	KO15CL		432	355	355	KO15	ScoredNoLog	
YL3ANJ	KO36QU	1914	OH0AZX	57	53	KP00IF		432	539	539	KP00	ScoredNoLog	
YL3ANJ	KO36QU	1915	YL3EK	54	56	KO27FF		144	0	0		NoInLog	
YL3ANJ	KO36QU	1920	YL2II	54	55	KO26OO		50	136	136	KO26		
YL3ANJ	KO36QU	1923	YL3OI	54	54	KO26MO		50	146	146			
YL3ANJ	KO36QU	1927	R1CAM	55	53	KO49TV		144	363	363		ScoredNoLog	
YL3ANJ	KO36QU	1935	ES2MC	58	59	KO29GG		432	317	317		ScoredNoLog	
YL3ANJ	KO36QU	1936	ES0Z	52	53	KO18KT		50	344	344	KO18	ScoredNoLog	
YL3ANJ	KO36QU	1941	ES5NC	54	52	KO38JK		50	180	180	KO38	ScoredNoLog	
YL3ANJ	KO36QU	1959	EU6AAX	11	11	KO35UD		432	192	192	KO35	ScoredNoLog	
YL3ANT	KO36PM	1701	YL2GD	56	56	KO37ML		144	108	108	KO37		
YL3ANT	KO36PM	1705	YL3ANJ	56	56	KO36QU		1296	38	38	KO36		
YL3ANT	KO36PM	1706	YL2FZ	54	53	KO37QI		144	93	93			
YL3ANT	KO36PM	1708	YL3ANJ	58	59	KO36QU		144	38	38	KO36		
YL3ANT	KO36PM	1710	YL3ANJ	57	56	KO36QU		432	38	38	KO36		
YL3ANT	KO36PM	1716	YL3EK	55	54	KO27FF		432	190	190	KO27		
YL3ANT	KO36PM	1717	YL3GEA	59	59	KO37QM	SSB	144	112	112			
YL3ANT	KO36PM	1724	YL2AJ	59	59	KO16OX	SSB	144	255	255	KO16		
YL3ANT	KO36PM	1729	YL2AO	56	56	KO16DK		144	308	308			
YL3ANT	KO36PM	1739	YL2II	58	57	KO26OO		144	128	128	KO26		
YL3ANT	KO36PM	1747	YL2QV	55	54	KO26WM		144	87	87			
YL3ANT	KO36PM	1749	YL2AJ	599	599	KO16OX	CW	432	255	255	KO16		
YL3ANT	KO36PM	1753	YL2FZ	599	599	KO37QI	CW	432	93	93	KO37		
YL3ANT	KO36PM	1803	YL2KO	59	59	KO37RI	SSB	432	94	94			
YL3ANT	KO36PM	1815	YL2GD	599	599	KO37ML	CW	432	108	108			
YL3ANT	KO36PM	1824	YL3ES	55	53	KO27FF		432	190	190			
YL3ANT	KO36PM	1829	LY2HS	56	56	KO25UO		432	142	142	KO25	ScoredNoLog	
YL3ANT	KO36PM	1830	YL2AO	57	53	KO16DK		432	308	308			
YL3EK	KO27FF	1701	YL3ANJ	55	54	KO36QU		144	0	0		NoInLog	
YL3EK	KO27FF	1702	YL2FZ	53	55	KO37QI		144	176	176	KO37		
YL3EK	KO27FF	1703	YL2GD	56	57	KO37ML		432	158	158	KO37		
YL3EK	KO27FF	1703	YL2II	59	56	KO26OO		144	0	0		NoRst 54	
YL3EK	KO27FF	1704	YL2AJ	59	59	KO16OX		432	81	81	KO16		
YL3EK	KO27FF	1706	YL2GD	58	55	KO37ML		144	158	158			
YL3EK	KO27FF	1707	SM7UKH	55	56	JO77IP		144	585	585	JO77	ScoredNoLog	
YL3EK	KO27FF	1707	YL3ANJ	54	55	KO36QU		432	182	182	KO36		
YL3EK	KO27FF	1715	YL3ANT	54	55	KO36PM		432	190	190			
YL3EK	KO27FF	1717	SM5CUI	58	53	JO89WW		144	486	486	JO89	ScoredNoLog	
YL3EK	KO27FF	1720	YL2AJ	56	57	KO16OX		144	81	81	KO16		
YL3EK	KO27FF	1733	OH0AZX	54	54	KP00IF		144	398	398	KP00	ScoredNoLog	
YL3EK	KO27FF	1737	OH3NE	55	53	KP11UL		144	475	475	KP11	ScoredNoLog	
YL3EK	KO27FF	1738	YL3ES	59	59	KO27FF		432	1	1	KO27		
YL3EK	KO27FF	1739	ES8PW	55	54	KO18VM		144	149	149	KO18	ScoredNoLog	
YL3EK	KO27FF	1742	ES8PW	59	59	KO18VM		432	149	149	KO18	ScoredNoLog	
YL3EK	KO27FF	1745	YL2QV	57	56	KO26WM		144	117	117	KO26		
YL3EK	KO27FF	1746	YL2AO	53	53	KO16DK		432	159	159			
YL3EK	KO27FF	1748	OH4LA	54	55	KP20LG		432	340	340	KP20	ScoredNoLog	
YL3EK	KO27FF	1750	OH3NE	54	55	KP11UL		432	475	475	KP11	ScoredNoLog	
YL3EK	KO27FF	1752	OH3DP	54	54	KP10TT		432	402	402	KP10	ScoredNoLog	
YL3EK	KO27FF	1753	OG3Z	54	53	KP11MK		144	475	475		ScoredNoLog	
YL3EK	KO27FF	1755	OH3DP	56	55	KP10TT		144	402	402	KP10	ScoredNoLog	
YL3EK	KO27FF	1801	ES2JL	54	53	KO29LL		432	252	252	KO29	ScoredNoLog	
YL3EK	KO27FF	1806	LY2HS	56	57	KO25UO		432	197	197	KO25	ScoredNoLog	
YL3EK	KO27FF	1810	YL2AJ	57	56	KO16OX		1296	81	81	KO16		
YL3EK	KO27FF	1814	OH1RI	54	54	KP10HQ		432	399	399		ScoredNoLog	
YL3EK	KO27FF	1814	OH4LA	57	54	KP20LG		144	340	340	KP20	ScoredNoLog	
YL3EK	KO27FF	1820	ES7ROSA	54	55	KO28SF		144	129	129	KO28	ScoredNoLog	
YL3EK	KO27FF	1833	YL2AO	54	55	KO16DK		144	159	159			
YL3EK	KO27FF	1837	OH1F	55	52	KP01TK		144	495	495	KP01	ScoredNoLog	
YL3EK	KO27FF	1906	SK0QO	56	54	JO99CC		144	422	422	JO99	ScoredNoLog	
YL3EK	KO27FF	1907	SK1BL	56	54	JO97HK		432	351	351	JO97	ScoredNoLog	
YL3EK	KO27FF	1908	SK0QO	56	54	JP71SB		144	0	0		Dupe 19:06	
YL3EK	KO27FF	1909	SM4DXO	54	54	JP71SB		144	663	663	JP71	ScoredNoLog	
YL3EK	KO27FF	1915	SK6EI	56	54	JO68VK		432	645	645	JO68	ScoredNoLog	
YL3EK	KO27FF	1923	SM4HNG	54	53	JO78IV		144	603	603	JO78	ScoredNoLog	
YL3EK	KO27FF	1928	SM0EZZ	57	53	JO89XG		144	443	443		ScoredNoLog	
YL3EK	KO27FF	1933	ES2MC	54	55	KO29GG		432	228	228		ScoredNoLog	
YL3EK	KO27FF	1945	OH0AZX	54	53	KP00IF		432	398	398	KP00	ScoredNoLog	
YL3EK	KO27FF	1949	YL2II	54	55	KO26OO		432	84	84	KO26		
YL3EK	KO27FF	1950	SK1BL	57	55	JO97HK		144	351	351	JO97	ScoredNoLog	
YL3EK	KO27FF	1959	SM0IJS	57	52	JO89VG		144	452	452		ScoredNoLog	
YL3EK	KO27FF	2019	SK0CT	57	54	JO99BM		144	449	449		ScoredNoLog	
YL3EK	KO27FF	2019	SK0QO	54	55	JO99CC		432	422	422	JO99	ScoredNoLog	
YL3EK	KO27FF	2020	ES2MC	55	54	KO29GG		144	228	228	KO29	ScoredNoLog	
YL3EK	KO27FF	2021	SA0CAN	55	53	JO99CH		432	433	433		ScoredNoLog	
YL3EK	KO27FF	2027	SK6EI	58	55	JO68VK		144	645	645	JO68	ScoredNoLog	
YL3EK	KO27FF	2030	SM0LQB	57	53	JO89WF		144	445	445		ScoredNoLog	
YL3EK	KO27FF	2038	YL3NF	54	53	KO17QA		144	70	70	KO17	ScoredNoLog	
YL3ES	KO27FF	1702	YL2AJ	54	54	KO16OX		432	81	81	KO16		
YL3ES	KO27FF	1706	YL2GD	53	56	KO37ML		432	158	158	KO37		
YL3ES	KO27FF	1735	YL3ND	55	54	KO17JM		50	106	106	KO17		
YL3ES	KO27FF	1736	YL3OI	55	55	KO26MO		50	78	78	KO26		
YL3ES	KO27FF	1738	YL3EK	59	59	KO27FF		432	1	1	KO27		
YL3ES	KO27FF	1740	ES8PW	56	56	KO18VM		432	149	149	KO18	ScoredNoLog	
YL3ES	KO27FF	1742	YL2II	52	54	KO26OO		50	84	84			
YL3ES	KO27FF	1751	YL2CI	53	56	KO06TR		50	181	181	KO06	ScoredNoLog	
YL3ES	KO27FF	1758	OG5O	53	52	KP20MJ		50	354	354	KP20	ScoredNoLog	
